individual	chr17:76754087:76767386:cluster6570	chr17:76754087:76769746:cluster6570	chr17:76754204:76767386:cluster6570	chr17:76767451:76769746:cluster6570
GTEX-11NSD	14	0	3	24
GTEX-14PJM	16	0	7	28
GTEX-1445S	7	0	3	11
GTEX-U8XE	13	0	4	26
GTEX-11ONC	21	0	5	37
GTEX-13QIC	14	0	4	27
GTEX-12WSL	21	0	5	36
GTEX-12KS4	20	0	4	30
GTEX-1GPI6	17	0	5	30
GTEX-1GN1U	14	0	2	21
GTEX-X4EO	33	0	8	53
GTEX-14H4A	9	0	1	13
GTEX-139TS	19	0	8	36
GTEX-1CAMQ	17	0	6	29
GTEX-14JG1	23	0	7	39
GTEX-11XUK	13	0	4	19
GTEX-1JJ6O	24	0	6	34
GTEX-YECK	20	0	4	32
GTEX-WHSE	13	0	3	22
GTEX-14XAO	16	0	3	22
GTEX-1GN2E	15	0	4	25
GTEX-15DZA	38	0	7	52
GTEX-ZGAY	38	0	8	44
GTEX-1B8SF	29	0	7	48
GTEX-13CF3	6	0	2	11
GTEX-12WSF	25	0	7	28
GTEX-12584	12	0	4	22
GTEX-SE5C	17	0	5	29
GTEX-QESD	10	0	3	15
GTEX-11O72	14	0	5	20
GTEX-WWTW	9	0	2	9
GTEX-TKQ2	44	0	10	66
GTEX-1GF9V	21	0	5	30
GTEX-1RAZQ	20	0	8	39
GTEX-13FHO	9	0	3	17
GTEX-1R7EV	22	0	5	30
GTEX-YFC4	20	0	4	29
GTEX-1JKYR	20	0	6	24
GTEX-Y5V6	14	0	5	25
GTEX-1GTWX	21	0	7	25
GTEX-XAJ8	18	0	6	24
GTEX-1QP28	25	0	5	33
