individual	chr1:36457981:36460688:cluster55259	chr1:36457981:36460692:cluster55259
GTEX-14BIM	0	668
GTEX-17F98	0	381
GTEX-Y5V6	0	474
GTEX-1GTWX	0	459
GTEX-111CU	0	342
GTEX-PW2O	0	112
GTEX-XAJ8	0	593
GTEX-ZF29	0	534
GTEX-1CB4J	0	328
GTEX-17F97	0	505
GTEX-13NZB	0	566
GTEX-PSDG	0	364
GTEX-13PVQ	0	310
GTEX-17HHY	0	281
GTEX-13O3P	0	465
GTEX-Z9EW	0	372
GTEX-1QP67	0	583
GTEX-OXRN	0	569
GTEX-S95S	0	284
GTEX-1QP28	0	424
GTEX-XV7Q	0	387
