individual	chr18:35972840:35974896:cluster28324	chr18:35972907:35974896:cluster28324	chr18:35972907:35977410:cluster28324	chr18:35975095:35977410:cluster28324
GTEX-1JN6P	4	60	0	104
GTEX-1AMEY	4	65	1	122
GTEX-1IDJF	3	70	1	105
GTEX-1S82Y	6	69	0	131
GTEX-1RB15	3	41	0	84
GTEX-1399U	4	42	1	67
GTEX-ZE7O	3	40	0	61
GTEX-13SLW	3	40	0	66
GTEX-132Q8	3	40	0	71
GTEX-ZAK1	1	34	0	61
GTEX-1GZ4I	4	53	1	113
GTEX-1QP2A	3	30	0	56
GTEX-13X6H	4	51	1	75
GTEX-12WSG	3	48	0	97
GTEX-1F5PK	3	85	0	151
GTEX-N7MS	2	29	0	39
GTEX-1A3MV	6	61	0	114
GTEX-1IDJE	5	46	0	75
GTEX-1LVAM	4	61	0	106
GTEX-133LE	1	41	0	73
GTEX-1K2DU	9	114	0	209
GTEX-15ER7	8	114	1	173
GTEX-1LG7Z	4	50	1	94
GTEX-U3ZM	2	48	0	73
GTEX-1A8G6	2	42	1	73
GTEX-13VXU	2	40	0	58
GTEX-13PLJ	1	22	0	41
GTEX-1JN1M	3	38	0	72
GTEX-13RTJ	3	57	1	108
GTEX-1GF9U	2	42	0	70
GTEX-11NSD	2	40	1	65
GTEX-14PJM	1	34	0	59
GTEX-1B8KZ	4	41	0	83
GTEX-139YR	2	44	0	87
GTEX-1445S	3	55	0	85
GTEX-15SKB	4	102	0	155
GTEX-12KS4	3	39	1	81
GTEX-1GPI6	3	34	0	72
GTEX-Z93S	3	44	1	72
GTEX-139TS	3	51	0	79
GTEX-1CAMQ	3	38	0	77
GTEX-144FL	3	53	0	77
GTEX-1B8L1	2	26	0	48
GTEX-14JG1	4	57	1	87
GTEX-1JJ6O	2	67	0	114
GTEX-Y8LW	3	24	0	46
GTEX-14XAO	5	66	0	108
GTEX-1GN2E	1	21	0	27
GTEX-ZP4G	5	52	0	91
GTEX-15DZA	3	61	1	95
GTEX-14C39	2	54	1	77
GTEX-12584	2	40	0	55
GTEX-1CB4I	3	38	0	55
GTEX-1A8G7	3	37	0	51
GTEX-1B932	3	48	1	89
GTEX-14DAQ	2	63	0	100
GTEX-1RAZQ	5	57	1	93
GTEX-RUSQ	0	8	0	12
GTEX-U3ZH	3	27	0	55
GTEX-1JKYR	4	87	0	135
GTEX-14BIM	3	63	0	123
GTEX-1GTWX	3	55	0	108
GTEX-111CU	3	52	0	80
GTEX-XAJ8	3	40	1	75
GTEX-17F97	3	64	0	115
GTEX-PSDG	2	52	0	85
GTEX-13O3P	4	43	0	71
GTEX-Z9EW	3	28	0	49
GTEX-1QP67	2	58	1	107
GTEX-ZVT3	2	29	0	39
