individual	chr5:82276518:82277076:cluster37526	chr5:82276518:82277693:cluster37526	chr5:82276518:82277695:cluster37526	chr5:82277171:82277693:cluster37526	chr5:82277852:82277931:cluster37526	chr5:82277852:82278320:cluster37526
GTEX-12WSN	0	6922	2	0	3	3955
GTEX-13FHO	0	5556	2	0	1	3144
GTEX-RUSQ	0	1572	1	0	1	908
GTEX-U3ZH	0	3958	3	0	1	2150
GTEX-1JKYR	0	8853	5	0	4	4699
GTEX-PW2O	0	1645	0	0	2	872
GTEX-XAJ8	0	6172	5	0	0	3178
GTEX-ZF29	0	8866	0	0	3	4804
GTEX-17F97	0	8262	4	0	0	4713
GTEX-17HHY	0	2460	0	0	0	1321
GTEX-XV7Q	0	5559	6	0	0	3037
