individual	chr10:124682379:124686807:cluster4891	chr10:124682379:124696158:cluster4891	chr10:124682379:124706636:cluster4891	chr10:124696212:124706388:cluster4891	chr10:124696212:124706636:cluster4891
GTEX-1ICLY	0	11	0	0	10
GTEX-Q2AI	0	74	6	0	73
GTEX-17F98	0	115	11	0	125
GTEX-Y5V6	0	121	8	0	115
GTEX-111CU	0	112	6	0	114
GTEX-XAJ8	0	104	7	0	114
GTEX-ZF29	0	176	10	0	198
GTEX-17F97	0	49	6	0	51
GTEX-ZVE2	0	28	2	0	27
GTEX-1QP28	0	94	8	0	91
GTEX-13OW7	0	29	2	0	38
