individual	chr14:74480288:74480686:cluster63659	chr14:74480288:74480702:cluster63659	chr14:74480288:74484415:cluster63659	chr14:74480779:74484415:cluster63659
GTEX-Q734	0	113	0	114
GTEX-TKQ2	0	173	0	169
GTEX-RM2N	0	58	0	53
GTEX-15RIE	0	89	0	89
GTEX-1RAZQ	0	137	0	126
GTEX-WFG8	0	195	0	174
GTEX-12WSN	0	86	0	80
GTEX-PX3G	0	58	0	59
GTEX-13FHO	0	170	0	159
GTEX-146FH	0	66	0	60
GTEX-YFC4	0	113	0	115
GTEX-17F98	0	75	0	78
GTEX-Y5V6	0	77	0	70
GTEX-VJWN	0	147	0	135
GTEX-111CU	0	82	0	85
GTEX-ZF29	0	166	0	156
GTEX-17F97	0	155	0	141
GTEX-13NZB	0	85	0	85
GTEX-13PVQ	0	96	0	86
GTEX-Z9EW	0	108	0	109
GTEX-1QP67	0	116	0	117
GTEX-ZVT3	0	82	0	76
GTEX-13OW7	0	141	0	126
