individual	chr12:47966172:47966683:cluster56101	chr12:47966229:47966683:cluster56101	chr12:47966732:47967208:cluster56101	chr12:47966732:47968133:cluster56101	chr12:47967261:47968133:cluster56101
GTEX-18A66	18	8	35	0	43
GTEX-1QAET	23	15	34	0	45
GTEX-15CHC	17	9	30	0	32
GTEX-1314G	26	17	37	0	45
GTEX-PLZ6	4	4	8	0	12
GTEX-1399U	12	8	16	0	18
GTEX-YB5K	12	7	23	0	25
GTEX-1PDJ9	36	15	40	0	57
GTEX-13SLW	22	10	24	0	39
GTEX-132Q8	18	14	30	0	38
GTEX-18A7A	21	10	25	0	32
GTEX-WHSB	18	7	35	0	38
GTEX-ZAK1	15	10	29	0	32
GTEX-1F5PK	39	27	74	0	81
GTEX-1A3MV	17	10	29	0	25
GTEX-144GM	10	6	22	0	27
GTEX-1LVAM	27	13	35	0	52
GTEX-14PJ5	10	5	23	0	24
GTEX-X5EB	4	2	4	0	9
GTEX-O5YV	8	5	17	0	15
GTEX-ZPCL	12	5	16	0	26
GTEX-1R7EU	18	9	22	0	28
GTEX-U3ZM	10	7	23	0	25
GTEX-WFON	20	10	31	0	32
GTEX-13VXU	18	13	28	0	40
GTEX-15SHV	33	12	40	0	46
GTEX-18465	24	18	47	0	52
GTEX-1128S	18	9	27	0	29
GTEX-RN64	15	8	25	0	31
GTEX-1JN1M	31	11	39	0	49
GTEX-QVJO	17	13	29	0	32
GTEX-QCQG	26	8	35	0	35
GTEX-14PJ6	17	6	21	0	26
GTEX-14PJM	22	15	39	0	38
GTEX-139YR	29	12	45	0	64
GTEX-1BAJH	19	10	37	0	41
GTEX-ZVZP	18	8	26	0	35
GTEX-WY7C	26	9	45	0	48
GTEX-14LLW	32	11	45	0	59
GTEX-11ZTT	19	9	24	0	29
GTEX-12WSL	11	3	19	0	18
GTEX-1GN1U	17	8	34	0	31
GTEX-14H4A	13	6	16	0	19
GTEX-139TS	35	20	60	0	62
GTEX-14PK6	12	6	19	0	21
GTEX-1B8L1	18	9	23	0	33
GTEX-13QJ3	30	15	44	0	57
GTEX-ZYFD	7	4	9	0	17
GTEX-17JCI	37	16	52	0	72
GTEX-1JJ6O	22	9	33	0	42
GTEX-WRHU	27	14	56	0	64
GTEX-YECK	28	19	51	0	60
GTEX-1F88F	25	10	43	0	52
GTEX-1LG7Y	46	19	56	0	74
GTEX-12WSA	66	23	88	0	101
GTEX-1GN2E	17	6	18	0	21
GTEX-15DZA	24	16	35	0	49
GTEX-ZGAY	19	6	27	0	33
GTEX-1B8SF	20	8	31	0	32
GTEX-17EVP	13	3	16	0	18
GTEX-11P81	16	5	20	0	21
GTEX-ZVT4	18	5	22	0	29
GTEX-1R9K5	45	22	82	0	93
GTEX-12584	15	8	20	0	28
GTEX-15DCD	37	22	66	0	91
GTEX-16NPV	21	13	45	0	48
GTEX-QESD	11	5	12	0	22
GTEX-QDVJ	14	5	23	0	27
GTEX-1GF9V	16	7	24	0	30
GTEX-PX3G	8	3	13	0	17
GTEX-1R7EV	17	11	22	0	30
GTEX-146FH	5	2	10	0	11
GTEX-1ICLY	10	6	15	0	23
GTEX-YFC4	23	13	29	0	39
GTEX-17F98	13	10	24	0	28
GTEX-Y5V6	10	4	19	0	23
GTEX-VJWN	20	7	25	0	35
GTEX-111CU	23	8	27	0	37
GTEX-PW2O	4	3	8	0	6
GTEX-1CB4J	9	5	16	0	21
GTEX-PSDG	15	11	31	0	41
GTEX-ZVE2	17	6	23	0	35
GTEX-Z9EW	18	7	19	0	28
GTEX-1QP67	22	7	36	0	44
GTEX-ZVT3	21	10	23	0	37
