individual	chr2:73250438:73251226:cluster20598	chr2:73250438:73252640:cluster20598	chr2:73251432:73252640:cluster20598
GTEX-18D9A	704	3	785
GTEX-QEL4	215	0	241
GTEX-14BMU	479	0	517
GTEX-1QP9N	406	0	448
GTEX-131XF	472	2	505
GTEX-14LZ3	490	0	532
GTEX-13O3Q	311	0	332
GTEX-13N2G	745	0	788
GTEX-146FQ	725	1	801
GTEX-13U4I	456	1	487
GTEX-WYJK	737	2	858
GTEX-R3RS	439	2	505
GTEX-1IDFM	754	1	858
GTEX-15RIG	630	0	686
GTEX-11ZVC	340	1	380
GTEX-13RTL	464	0	493
GTEX-15G1A	1051	0	1148
GTEX-1C6VR	354	0	400
GTEX-1CB4F	336	1	392
GTEX-ZF3C	650	0	705
GTEX-SJXC	393	1	441
GTEX-1GMRU	360	1	420
GTEX-1269C	397	0	421
GTEX-11ZU8	423	1	485
GTEX-15D79	435	0	483
GTEX-1RAZA	666	1	729
GTEX-T2IS	534	0	572
GTEX-13N1W	284	0	320
GTEX-16MT8	714	1	735
GTEX-111VG	329	0	362
GTEX-1AX9J	405	2	449
GTEX-OOBK	405	1	413
GTEX-15CHQ	442	1	466
GTEX-1LVAO	427	1	462
GTEX-Y9LG	475	0	522
GTEX-Y5LM	813	1	856
GTEX-17KNJ	399	1	427
GTEX-1A8FM	442	2	454
GTEX-1JN6P	373	1	420
GTEX-11LCK	219	1	250
GTEX-1S82Y	637	0	678
GTEX-13PVR	273	0	284
GTEX-QDVN	474	0	536
GTEX-16GPK	271	1	285
GTEX-15CHR	502	0	546
GTEX-13112	295	0	336
GTEX-18A7A	366	0	412
GTEX-WHSB	745	0	830
GTEX-ZAK1	331	0	345
GTEX-1QP2A	447	1	474
GTEX-1E2YA	370	2	419
GTEX-1IDJE	809	0	875
GTEX-14PJ5	436	1	498
GTEX-133LE	413	1	419
GTEX-1R9PO	762	2	839
GTEX-16XZZ	637	1	736
GTEX-1K2DU	641	0	703
GTEX-14PII	359	0	405
GTEX-15ER7	1027	4	1164
GTEX-ZPCL	416	0	444
GTEX-1A8G6	403	0	444
GTEX-SNMC	601	0	634
GTEX-15SHV	505	0	535
GTEX-18465	438	0	487
GTEX-1128S	495	1	578
GTEX-1GZHY	404	0	447
GTEX-QCQG	577	3	639
GTEX-144GL	338	1	357
GTEX-14PJ6	629	1	705
GTEX-1445S	520	1	555
GTEX-1BAJH	314	0	325
GTEX-13QIC	335	0	359
GTEX-11ZTT	474	0	495
GTEX-12WSL	370	0	385
GTEX-11I78	467	0	488
GTEX-1GMR8	556	0	616
GTEX-1GPI6	300	0	342
GTEX-Z93S	380	1	387
GTEX-X4EO	501	2	510
GTEX-14H4A	350	1	393
GTEX-139TS	563	0	603
GTEX-XMD2	722	0	764
GTEX-144FL	688	1	764
GTEX-1B8L1	221	1	256
GTEX-13QJ3	606	2	642
GTEX-14JG1	366	0	391
GTEX-WRHU	475	0	509
GTEX-Y8LW	366	0	383
GTEX-YECK	501	0	559
GTEX-14XAO	712	3	795
GTEX-15DZA	871	1	937
GTEX-14C39	438	2	472
GTEX-11P81	282	0	303
GTEX-1F48J	559	1	593
GTEX-12584	484	0	525
GTEX-1CB4I	516	0	550
GTEX-15DCD	731	2	744
GTEX-13X6K	536	1	552
GTEX-1A8G7	465	0	498
GTEX-1S82U	808	1	844
GTEX-WL46	517	0	556
GTEX-15RIE	615	0	684
GTEX-1GF9V	374	0	394
GTEX-12WSN	392	1	423
GTEX-14BIM	704	0	746
GTEX-15UKP	447	0	478
GTEX-17F97	526	1	546
GTEX-13NZB	585	0	617
GTEX-17HHY	225	0	252
GTEX-OXRN	789	2	802
GTEX-S95S	240	0	275
GTEX-1QP28	399	0	445
GTEX-13OW7	437	2	485
