individual	chr16:22260529:22263110:cluster71750	chr16:22260529:22264818:cluster71750	chr16:22263187:22264818:cluster71750	chr16:22264880:22266390:cluster71750	chr16:22265878:22266390:cluster71750
GTEX-13QIC	24	0	32	15	0
GTEX-11ZTT	230	1	209	114	2
GTEX-12WSL	113	0	91	58	1
GTEX-11I78	156	0	159	89	0
GTEX-14H4A	31	0	31	14	0
GTEX-1CAMQ	16	0	13	8	0
GTEX-144FL	21	0	17	13	0
GTEX-13QJ3	21	0	21	11	0
GTEX-14JG1	38	0	38	19	0
GTEX-ZA64	53	1	51	28	1
GTEX-ZVE1	6	0	7	3	0
GTEX-1JJ6O	15	0	20	10	0
GTEX-1F88F	26	0	31	13	0
GTEX-12WSA	20	0	25	12	0
GTEX-14XAO	65	0	69	44	1
GTEX-14E6E	132	0	136	77	1
GTEX-13D11	15	0	18	11	0
GTEX-ZGAY	103	0	108	54	3
GTEX-1B8SF	27	0	33	17	1
GTEX-147GR	32	0	26	15	0
GTEX-13CF3	65	0	58	32	0
GTEX-12WSF	25	0	27	14	0
GTEX-QESD	61	0	67	43	1
GTEX-WWTW	3	0	4	1	0
GTEX-13X6K	19	0	23	12	0
GTEX-QDVJ	19	0	20	10	0
GTEX-TKQ2	40	0	44	22	0
GTEX-1GF9V	69	0	74	48	2
GTEX-12WSN	132	0	144	87	1
GTEX-PX3G	14	0	15	5	0
GTEX-RUSQ	12	0	12	4	0
GTEX-U3ZH	21	0	22	12	0
GTEX-1477Z	8	0	8	3	0
GTEX-XAJ8	25	0	19	13	1
GTEX-ZF29	174	0	152	93	4
GTEX-15UKP	61	0	48	31	1
GTEX-17HHY	31	0	40	20	0
GTEX-Z9EW	38	0	42	19	0
GTEX-1QP67	21	0	22	10	0
GTEX-S95S	25	0	29	12	0
GTEX-XV7Q	17	0	12	10	0
GTEX-13OW7	61	0	57	27	0
