individual	chr7:158763165:158764677:cluster14805	chr7:158763165:158767654:cluster14805	chr7:158764853:158767654:cluster14805	chr7:158764853:158788004:cluster14805	chr7:158773396:158788004:cluster14805
GTEX-1R9K4	52	0	42	0	27
GTEX-YJ8O	30	0	18	0	16
GTEX-15CHQ	93	0	72	0	49
GTEX-17KNJ	50	0	46	0	31
GTEX-QDT8	100	0	81	1	56
GTEX-15RIF	83	0	66	0	56
GTEX-1M5QR	83	0	70	0	45
GTEX-XPVG	148	0	112	0	87
GTEX-1JN6P	64	0	51	1	42
GTEX-1S82Y	111	0	87	0	80
GTEX-1QAET	114	0	99	0	84
GTEX-13O21	117	0	98	1	85
GTEX-1RB15	63	0	58	0	47
GTEX-ZE7O	19	0	16	0	9
GTEX-1PDJ9	114	0	94	0	63
GTEX-13SLW	64	0	59	0	43
GTEX-11TT1	266	0	234	1	189
GTEX-WHSB	142	0	115	0	97
GTEX-WOFL	121	0	87	0	73
GTEX-1QP2A	70	0	55	0	50
GTEX-1F52S	123	0	89	0	79
GTEX-12WSG	32	0	26	0	18
GTEX-1IDJE	76	0	62	0	51
GTEX-144GM	59	0	49	0	47
GTEX-14PJ5	121	0	89	0	78
GTEX-133LE	55	0	48	0	36
GTEX-X5EB	71	0	49	0	45
GTEX-1K2DU	173	0	143	1	106
GTEX-T8EM	210	0	162	0	150
GTEX-ZPCL	76	0	55	0	50
GTEX-1LG7Z	163	0	137	1	97
GTEX-SNMC	119	0	110	0	85
GTEX-15SHV	151	0	130	1	102
GTEX-1QP66	122	0	96	0	72
GTEX-1GZHY	63	0	63	0	44
GTEX-1JN1M	139	0	105	1	82
GTEX-1GF9U	113	0	98	1	78
GTEX-15SKB	80	0	62	0	45
GTEX-ZVZP	171	0	127	2	113
GTEX-VUSG	88	0	81	0	62
GTEX-12KS4	57	0	39	0	33
GTEX-1GMR8	78	0	63	0	50
GTEX-1GN1U	114	0	94	1	77
GTEX-13111	67	0	54	0	42
GTEX-144FL	94	0	78	1	54
GTEX-1B8L1	63	0	57	0	40
GTEX-ZYFD	125	0	100	1	78
GTEX-1PIIG	68	0	64	0	44
GTEX-17JCI	70	0	52	0	44
GTEX-11XUK	92	0	69	0	56
GTEX-1JJ6O	131	0	118	1	91
GTEX-13OVK	64	0	49	0	37
GTEX-12ZZX	70	0	61	0	44
GTEX-12WSA	92	0	73	0	52
GTEX-14XAO	120	0	112	0	84
GTEX-ZZPU	103	0	95	0	72
GTEX-15DZA	176	0	150	1	121
GTEX-14C39	130	0	118	1	88
GTEX-147GR	24	0	20	0	12
GTEX-1F48J	121	0	106	1	69
GTEX-SE5C	128	0	108	0	85
GTEX-P4QT	107	0	92	0	73
GTEX-Q734	71	0	63	0	43
GTEX-1B932	71	0	58	0	49
GTEX-15RIE	93	0	87	0	67
GTEX-1RAZQ	103	0	79	0	63
GTEX-12WSN	179	0	175	1	130
GTEX-146FH	178	0	124	1	119
GTEX-RUSQ	37	0	28	0	19
GTEX-U3ZH	120	0	87	1	82
GTEX-1ICLY	37	0	32	0	25
GTEX-1477Z	97	0	74	1	63
GTEX-14BIM	94	0	85	0	65
GTEX-17F98	95	0	78	0	65
GTEX-Y5V6	215	0	182	0	146
GTEX-15UKP	454	0	356	2	328
GTEX-17F97	86	0	79	0	56
GTEX-13NZB	71	0	54	0	52
GTEX-PSDG	85	0	61	0	54
GTEX-OXRN	76	0	73	0	57
GTEX-S95S	47	0	46	0	29
GTEX-13OW7	60	0	47	0	32
