individual	chr16:8621775:8625496:cluster44320	chr16:8621775:8625519:cluster44320	chr16:8624118:8625496:cluster44320
GTEX-13RTL	90	0	5
GTEX-1C6VR	65	0	4
GTEX-QV44	46	0	3
GTEX-17EVQ	81	0	4
GTEX-13FH7	70	0	4
GTEX-1R9PN	270	0	12
GTEX-O5YT	96	0	5
GTEX-11ZU8	43	0	2
GTEX-18D9U	137	0	6
GTEX-1LVA9	88	0	4
GTEX-15D79	85	0	3
GTEX-WYVS	91	0	5
GTEX-13N1W	61	0	3
GTEX-117YW	49	0	3
GTEX-1F7RK	85	0	4
GTEX-YJ8O	38	0	2
GTEX-1QEPI	88	0	4
GTEX-ZC5H	53	0	3
GTEX-1LVAO	42	0	2
GTEX-17KNJ	77	0	4
GTEX-1ICLZ	32	0	1
GTEX-15RIF	154	0	7
GTEX-V955	112	0	6
GTEX-ZT9X	73	0	4
GTEX-P4PQ	117	0	6
GTEX-1GN73	80	0	3
GTEX-183WM	60	0	2
GTEX-11LCK	33	0	1
GTEX-1S82Y	131	0	8
GTEX-15CHC	60	0	2
GTEX-13PVR	46	0	2
GTEX-1314G	84	0	4
GTEX-1399U	79	0	5
GTEX-ZE7O	57	0	2
GTEX-QDVN	44	0	3
GTEX-1PDJ9	192	0	10
GTEX-1PIEJ	153	0	7
GTEX-132Q8	58	0	3
GTEX-11TT1	33	0	1
GTEX-18A7A	80	0	4
GTEX-1PBJJ	95	0	5
GTEX-1E2YA	47	0	3
GTEX-16XZY	61	0	3
GTEX-12WSG	71	0	4
GTEX-14PJ5	65	0	3
GTEX-1R9PO	123	0	5
GTEX-X5EB	25	0	1
GTEX-1K2DU	95	0	5
GTEX-O5YV	69	0	3
GTEX-14PII	47	0	3
GTEX-15ER7	178	0	10
GTEX-T8EM	108	0	4
GTEX-13OW6	50	0	2
GTEX-17HHE	117	0	6
GTEX-ZPCL	83	0	4
GTEX-15SHV	77	0	3
GTEX-1128S	56	0	2
GTEX-1GZHY	54	0	3
GTEX-1JN1M	110	0	4
GTEX-QCQG	69	0	4
GTEX-144GL	36	0	1
GTEX-R55C	66	0	4
GTEX-14PJ6	100	0	5
GTEX-1CB4E	57	0	3
GTEX-OXRL	85	0	3
GTEX-11NSD	66	0	4
GTEX-ZVZP	63	0	2
GTEX-11ONC	38	0	2
GTEX-14LLW	54	0	3
GTEX-VUSG	80	0	4
GTEX-12WSL	35	0	1
GTEX-111YS	44	0	2
GTEX-14H4A	46	0	3
GTEX-14PK6	27	0	1
GTEX-1CAMQ	44	0	2
GTEX-144FL	39	0	2
GTEX-13QJ3	93	0	5
GTEX-ZA64	81	0	3
GTEX-REY6	47	0	3
GTEX-12ZZX	49	0	2
GTEX-WHSE	50	0	3
GTEX-1F88F	57	0	2
GTEX-1GN2E	50	0	3
GTEX-1JMQK	59	0	2
GTEX-ZZPU	88	0	3
GTEX-ZP4G	60	0	3
GTEX-1R9JW	151	0	7
GTEX-15DCD	76	0	4
GTEX-SE5C	76	0	4
GTEX-QESD	20	0	1
GTEX-1EX96	40	0	2
GTEX-ZEX8	93	0	5
GTEX-WL46	79	0	4
GTEX-13FHO	65	0	3
GTEX-U3ZH	54	0	3
GTEX-14BIM	76	0	4
GTEX-Y5V6	48	0	3
GTEX-1GTWX	79	0	4
GTEX-PW2O	31	0	1
GTEX-ZVE2	74	0	3
GTEX-13O3P	32	0	2
GTEX-Z9EW	63	0	3
