individual	chr2:231067111:231070025:cluster67477	chr2:231067111:231072189:cluster67477	chr2:231070168:231072189:cluster67477
GTEX-13FTW	181	0	175
GTEX-QEG5	132	0	134
GTEX-17HII	80	0	78
GTEX-1C6VR	119	0	118
GTEX-QV44	268	0	254
GTEX-PWCY	186	0	191
GTEX-X261	223	0	222
GTEX-13FH7	122	0	118
GTEX-18D9U	302	0	302
GTEX-1192X	83	0	83
GTEX-1MUQO	347	0	344
GTEX-U3ZN	976	0	940
GTEX-11ZTS	62	0	63
GTEX-16BQI	261	0	257
GTEX-13N1W	112	0	108
GTEX-16MT8	153	0	155
GTEX-1F6IF	220	0	227
GTEX-ZWKS	67	0	67
GTEX-1AX9J	205	0	197
GTEX-1R9K4	112	0	113
GTEX-YJ8O	83	0	87
GTEX-1QEPI	192	0	188
GTEX-1EWIQ	168	0	167
GTEX-Y5LM	108	0	101
GTEX-1A8FM	130	0	126
GTEX-XPVG	211	0	213
GTEX-1GN73	169	0	173
GTEX-18A66	203	0	207
GTEX-1QAET	242	0	248
GTEX-1RB15	154	0	150
GTEX-1314G	83	0	82
GTEX-ZTPG	155	0	152
GTEX-ZE7O	22	0	23
GTEX-QDVN	108	0	109
GTEX-13SLW	72	0	75
GTEX-1PIEJ	232	0	220
GTEX-132Q8	39	0	41
GTEX-13112	85	0	86
GTEX-18A7A	96	0	96
GTEX-ZAK1	87	0	87
GTEX-R55G	80	0	81
GTEX-145MH	120	0	119
GTEX-1E2YA	124	0	125
GTEX-1A3MV	273	0	260
GTEX-1IDJE	223	0	214
GTEX-144GM	159	0	151
GTEX-X5EB	77	0	78
GTEX-16XZZ	326	0	336
GTEX-1K2DU	313	0	312
GTEX-ZAB4	127	0	119
GTEX-14PII	111	0	116
GTEX-17HHE	135	0	132
GTEX-RWSA	110	0	115
GTEX-1C4CL	201	0	198
GTEX-15SHV	197	0	188
GTEX-13RTJ	111	0	115
GTEX-1GF9U	88	0	84
GTEX-OXRL	178	0	168
GTEX-15SKB	136	0	136
GTEX-11ONC	172	0	162
GTEX-12KS4	115	0	119
GTEX-1GPI6	75	0	72
GTEX-14H4A	138	0	138
GTEX-139TS	144	0	140
GTEX-13QJ3	128	0	132
GTEX-ZYFD	54	0	56
GTEX-1PIIG	158	0	160
GTEX-17JCI	153	0	144
GTEX-1JJ6O	336	0	327
GTEX-13OVK	123	0	123
GTEX-YECK	55	0	56
GTEX-13D11	193	0	183
GTEX-15DZA	301	0	295
GTEX-17EVP	116	0	114
GTEX-13CF3	80	0	83
GTEX-1F48J	120	0	119
GTEX-ZVT4	93	0	97
GTEX-12WSF	129	0	134
GTEX-QESD	76	0	80
GTEX-1399S	189	0	198
GTEX-1B932	233	0	224
GTEX-QDVJ	143	0	142
GTEX-WFG7	233	0	240
GTEX-PX3G	126	0	126
GTEX-1JKYR	267	0	255
GTEX-17F98	152	0	150
GTEX-Y5V6	213	0	216
GTEX-111CU	237	0	229
GTEX-XAJ8	143	0	142
GTEX-15UKP	91	0	96
GTEX-1CB4J	168	0	163
GTEX-17F97	157	0	163
GTEX-13NZB	198	0	188
GTEX-13O3P	124	0	125
GTEX-S95S	75	0	72
GTEX-1QP28	134	0	131
GTEX-13OW7	138	0	135
