individual	chr1:150082883:150091937:cluster48315	chr1:150082883:150092302:cluster48315	chr1:150092095:150092302:cluster48315
GTEX-1E2YA	32	0	45
GTEX-11GSP	22	0	33
GTEX-12WSJ	26	0	40
GTEX-1A3MV	52	0	75
GTEX-144GM	15	0	23
GTEX-133LE	31	0	48
GTEX-X5EB	9	0	16
GTEX-16XZZ	62	0	92
GTEX-ZAB4	22	0	32
GTEX-O5YV	26	0	40
GTEX-17HHE	25	0	44
GTEX-1LG7Z	57	0	98
GTEX-1C4CL	29	0	48
GTEX-14PN4	10	0	19
GTEX-WFON	58	0	88
GTEX-SNMC	65	0	95
GTEX-1128S	42	0	74
GTEX-1QP66	91	0	151
GTEX-14PJ6	39	0	62
GTEX-1MCQQ	30	0	44
GTEX-117XS	26	0	41
GTEX-15SKB	42	0	69
GTEX-U8XE	24	0	34
GTEX-13111	28	0	41
GTEX-14H4A	29	0	46
GTEX-1O9I2	22	0	34
GTEX-1CAMQ	22	0	40
GTEX-13QJ3	38	0	58
GTEX-ZYFD	6	0	10
GTEX-ZA64	23	0	40
GTEX-1PIIG	29	0	45
GTEX-ZVE1	29	0	49
GTEX-YECK	34	0	49
GTEX-WHSE	18	0	25
GTEX-1F88F	41	0	65
GTEX-1LG7Y	39	0	67
GTEX-OIZF	46	0	66
GTEX-14XAO	51	0	83
GTEX-1GN2E	21	0	35
GTEX-14E6E	39	0	64
GTEX-ZGAY	50	0	75
GTEX-14C39	26	0	42
GTEX-147GR	17	0	31
GTEX-13CF3	17	0	25
GTEX-12584	25	0	37
GTEX-15DCD	61	0	100
GTEX-SE5C	47	0	68
GTEX-WWTW	29	0	51
GTEX-13X6K	43	0	66
GTEX-1S82U	89	0	142
GTEX-WL46	43	0	69
GTEX-1GF9V	23	0	33
GTEX-1R7EV	32	0	52
GTEX-146FH	8	0	15
GTEX-YFC4	29	0	52
GTEX-1JKYR	47	0	77
GTEX-1477Z	32	0	52
GTEX-14BIM	36	0	60
GTEX-17F98	32	0	53
GTEX-1GTWX	21	0	35
GTEX-111CU	41	0	71
GTEX-PW2O	10	0	18
GTEX-1CB4J	23	0	39
GTEX-13O3P	13	0	21
GTEX-1QP28	33	0	57
