individual	chr2:207581946:207621806:cluster21522	chr2:207582160:207621806:cluster21522	chr2:207613443:207621806:cluster21522	chr2:207613443:207624229:cluster21522	chr2:207621917:207624229:cluster21522
GTEX-ZP4G	13	10	10	0	31
GTEX-14C39	12	3	6	0	18
GTEX-13CF3	3	2	3	0	11
GTEX-ZVT4	7	2	4	0	16
GTEX-12584	4	2	3	0	10
GTEX-16NPV	11	4	4	0	16
GTEX-QESD	4	1	3	0	12
GTEX-Q734	8	7	4	0	14
GTEX-WL46	8	6	7	0	28
GTEX-15RIE	10	5	4	0	19
GTEX-1GF9V	6	4	2	0	10
GTEX-12WSN	15	6	4	0	24
GTEX-PX3G	1	2	2	0	7
GTEX-1R7EV	8	5	3	0	23
GTEX-RUSQ	1	0	1	0	4
GTEX-1JKYR	10	5	4	0	27
GTEX-Q2AI	2	0	1	0	4
GTEX-1477Z	11	5	5	0	25
GTEX-17F98	11	6	3	0	15
GTEX-Y5V6	10	5	3	0	25
GTEX-XAJ8	14	11	11	1	23
GTEX-13NZB	7	4	6	0	11
GTEX-1QP67	6	2	1	0	8
