individual	chr11:62676639:62676813:cluster55667	chr11:62676639:62676943:cluster55667	chr11:62676639:62677518:cluster55667	chr11:62677005:62677518:cluster55667
GTEX-145MH	110	0	0	184
GTEX-OIZG	510	0	1	898
GTEX-1A3MV	602	0	3	1035
GTEX-1IDJE	490	0	3	807
GTEX-1K2DU	625	0	3	1031
GTEX-14PII	184	0	0	311
GTEX-17HHE	436	0	1	694
GTEX-1LG7Z	444	0	1	785
GTEX-U3ZM	316	0	2	564
GTEX-13VXU	139	0	1	246
GTEX-13PLJ	172	0	1	280
GTEX-1QP66	406	0	1	649
GTEX-1GZHY	136	0	0	226
GTEX-1JN1M	439	0	2	796
GTEX-13RTJ	233	0	1	372
GTEX-14PJ6	452	0	2	785
GTEX-1EH9U	406	0	2	649
GTEX-11ONC	198	0	0	332
GTEX-13QIC	165	0	0	272
GTEX-12KS4	147	0	0	249
GTEX-Z93S	245	0	1	392
GTEX-1GN1U	150	0	1	277
GTEX-111YS	287	0	1	481
GTEX-14PK6	247	0	1	420
GTEX-1B8L1	112	0	0	180
GTEX-13QJ3	370	0	2	607
GTEX-ZYFD	99	0	0	155
GTEX-1JJ6O	332	0	2	560
GTEX-13OVG	310	0	1	544
GTEX-YECK	344	0	1	578
GTEX-WHSE	190	0	1	315
GTEX-14E6E	255	0	1	459
GTEX-13D11	255	0	1	417
GTEX-15DZA	380	0	3	665
GTEX-1B8SF	177	0	1	280
GTEX-11P81	149	0	0	251
GTEX-13CF3	161	0	1	296
GTEX-1R9K5	535	0	1	868
GTEX-12WSF	301	0	1	533
GTEX-16NPV	316	0	1	533
GTEX-11O72	224	0	1	365
GTEX-1B932	323	0	1	567
GTEX-1EX96	116	0	0	197
GTEX-14DAQ	235	0	1	378
GTEX-ZEX8	711	0	3	1255
GTEX-15RIE	416	0	3	701
GTEX-1RAZQ	506	0	1	882
GTEX-13FHO	236	0	1	379
GTEX-1R7EV	379	0	1	668
GTEX-RUSQ	69	0	0	128
GTEX-YFC4	149	0	0	256
GTEX-1JKYR	262	0	2	422
GTEX-Q2AI	60	0	0	109
GTEX-1477Z	243	0	2	414
GTEX-1GTWX	267	0	1	418
GTEX-PW2O	92	0	0	162
GTEX-XAJ8	586	0	2	1023
GTEX-1CB4J	290	0	1	510
GTEX-ZVE2	358	0	2	577
GTEX-17HHY	94	0	0	163
GTEX-11GS4	131	0	0	211
GTEX-OXRN	357	0	2	647
