individual	chr19:47755822:47756528:cluster11031	chr19:47755822:47756688:cluster11031	chr19:47756346:47756528:cluster11031	chr19:47756604:47756688:cluster11031
GTEX-11ZU8	534	0	0	515
GTEX-S32W	432	0	0	404
GTEX-1R9PM	968	0	2	925
GTEX-1LVA9	603	0	0	588
GTEX-1LSNM	954	0	2	915
GTEX-1MUQO	855	0	1	851
GTEX-15D79	436	0	0	441
GTEX-13OVH	485	0	0	465
GTEX-11ZTS	266	0	0	252
GTEX-16BQI	728	0	0	709
GTEX-111VG	477	0	0	452
GTEX-ZWKS	869	0	1	878
GTEX-Q2AG	93	0	0	83
GTEX-YJ8O	337	0	0	338
GTEX-OOBK	371	0	0	370
GTEX-15CHQ	561	0	0	564
GTEX-1LVAO	1158	0	1	1168
GTEX-Y9LG	676	0	0	669
GTEX-Y5LM	791	0	0	786
GTEX-1IDJF	617	0	1	594
GTEX-OXRP	178	0	0	182
GTEX-14E6D	543	0	0	528
GTEX-1S82Y	1053	0	1	1014
GTEX-1RB15	531	0	1	520
GTEX-13PVR	203	0	0	203
GTEX-YB5K	434	0	0	428
GTEX-WOFL	1545	0	0	1536
GTEX-1RQED	823	0	0	777
GTEX-ZAK1	325	0	0	315
GTEX-1GZ4I	630	0	0	606
GTEX-R55G	272	0	0	264
GTEX-16XZY	346	0	0	334
GTEX-OIZG	699	0	1	666
GTEX-12WSG	664	0	0	668
GTEX-1A3MV	581	0	0	576
GTEX-133LE	313	0	0	305
GTEX-1R9PO	559	0	0	545
GTEX-X5EB	265	0	0	274
GTEX-ZPCL	522	0	0	523
GTEX-14PN4	464	0	0	472
GTEX-18465	682	0	0	659
GTEX-1GZHY	345	0	0	326
GTEX-1JN1M	678	0	0	654
GTEX-QCQG	472	0	0	463
GTEX-13RTJ	595	0	1	555
GTEX-139YR	833	0	0	806
GTEX-WY7C	565	0	0	535
GTEX-13QIC	375	0	0	372
GTEX-12KS4	360	0	0	367
GTEX-11I78	466	0	0	455
GTEX-X4EO	937	0	0	925
GTEX-111YS	520	0	0	497
GTEX-139TS	415	0	0	413
GTEX-14PK6	431	0	1	440
GTEX-1B8L1	182	0	0	178
GTEX-13QJ3	745	0	0	737
GTEX-ZYFD	239	0	0	222
GTEX-14JG1	409	0	0	395
GTEX-1PIIG	499	0	0	475
GTEX-13OVK	421	0	0	427
GTEX-WRHU	415	0	0	416
GTEX-Y8LW	467	0	0	472
GTEX-YECK	708	0	0	669
GTEX-WHSE	653	0	1	640
GTEX-12WSA	1349	0	0	1345
GTEX-14XAO	559	0	1	562
GTEX-ZZPU	542	0	1	517
GTEX-14E6E	490	0	0	495
GTEX-ZP4G	780	0	0	753
GTEX-ZGAY	659	0	0	649
GTEX-14C39	493	0	1	471
GTEX-11P81	224	0	0	227
GTEX-1F48J	798	0	0	768
GTEX-ZVT4	467	0	0	462
GTEX-1R9K5	1430	0	0	1373
GTEX-15DCD	923	0	1	895
GTEX-16NPV	433	0	0	431
GTEX-QESD	220	0	0	220
GTEX-1399S	684	0	1	665
GTEX-P4QT	757	0	1	698
GTEX-13X6K	711	0	0	688
GTEX-1S82U	931	0	1	878
GTEX-ZEX8	913	0	1	871
GTEX-1RAZQ	709	0	0	684
GTEX-WFG8	168	0	0	171
GTEX-1R7EV	630	0	0	632
GTEX-RUSQ	118	0	0	117
GTEX-Q2AI	11	0	0	14
GTEX-17F98	348	0	0	329
GTEX-PW2O	148	0	0	154
GTEX-15UKP	445	0	0	423
GTEX-1CB4J	904	0	0	901
GTEX-ZVE2	410	0	0	419
GTEX-13PVQ	384	0	0	391
GTEX-17HHY	245	0	0	244
GTEX-Z9EW	415	0	0	397
GTEX-ZVT3	372	0	0	354
GTEX-1QP28	407	0	0	380
