individual	chr9:133352142:133352415:cluster65202	chr9:133352142:133352446:cluster65202	chr9:133352766:133353749:cluster65202	chr9:133352766:133354659:cluster65202	chr9:133353940:133354659:cluster65202
GTEX-1K2DA	0	822	571	9	611
GTEX-ZF2S	0	245	174	2	172
GTEX-ZV6S	0	264	187	2	199
GTEX-WEY5	0	541	327	6	342
GTEX-14BMU	0	147	114	1	100
GTEX-1QP9N	0	154	108	1	105
GTEX-11ZUS	0	155	118	3	105
GTEX-1B97J	0	294	197	1	190
GTEX-14LZ3	0	194	132	2	127
GTEX-13O3Q	0	181	109	3	121
GTEX-146FQ	0	377	270	5	282
GTEX-13QBU	0	145	87	3	94
GTEX-ZDTS	0	138	114	2	96
GTEX-R3RS	0	180	135	2	136
GTEX-1A3MX	0	240	175	3	195
GTEX-XOT4	0	177	132	3	135
GTEX-OXRK	0	202	129	2	117
GTEX-13FTW	0	186	117	2	114
GTEX-1339X	0	200	136	3	123
GTEX-15G1A	0	206	128	4	135
GTEX-1C6VR	0	129	78	2	91
GTEX-1JMQI	0	413	255	4	249
GTEX-ZV68	0	214	147	3	139
GTEX-14BIL	0	193	127	0	133
GTEX-OIZH	0	183	138	3	118
GTEX-1269C	0	121	95	1	83
GTEX-1R9PM	0	303	233	2	225
GTEX-18D9U	0	398	272	3	265
GTEX-13N1W	0	139	98	2	96
GTEX-16MT8	0	359	254	1	267
GTEX-Q2AG	0	44	32	0	29
GTEX-1F7RK	0	235	161	3	172
GTEX-1QEPI	0	315	217	7	226
GTEX-1EWIQ	0	231	173	4	168
GTEX-17KNJ	0	189	134	2	118
GTEX-1A8FM	0	164	112	3	107
GTEX-1M5QR	0	272	183	3	170
GTEX-1JN6P	0	207	157	1	147
GTEX-ZT9X	0	174	135	3	116
GTEX-P4PQ	0	331	232	4	220
GTEX-1GN73	0	228	176	1	170
GTEX-183WM	0	186	138	1	138
GTEX-11LCK	0	102	68	2	72
GTEX-14E6D	0	184	112	1	129
GTEX-18A66	0	161	104	3	109
GTEX-13O21	0	285	179	4	176
GTEX-1314G	0	187	143	3	117
GTEX-ZTPG	0	179	134	4	128
GTEX-1399U	0	159	101	2	117
GTEX-1PIEJ	0	429	315	5	323
GTEX-11TT1	0	71	52	0	54
GTEX-18A7A	0	167	123	3	136
GTEX-1PBJJ	0	195	133	3	155
GTEX-R55G	0	110	64	1	76
GTEX-145MH	0	172	120	4	120
GTEX-13X6H	0	180	127	3	114
GTEX-12WSJ	0	161	129	2	127
GTEX-1A3MV	0	330	202	3	220
GTEX-1IDJE	0	494	327	3	311
GTEX-133LE	0	126	92	3	97
GTEX-1K2DU	0	155	95	1	114
GTEX-14PII	0	120	95	1	91
GTEX-15ER7	0	634	423	8	437
GTEX-14PJ2	0	154	93	2	106
GTEX-1GZHY	0	139	102	3	96
GTEX-144GL	0	128	97	3	83
GTEX-14PJM	0	147	104	1	100
GTEX-139YR	0	266	179	3	174
GTEX-1MA7W	0	493	319	4	297
GTEX-WY7C	0	318	196	3	214
GTEX-14LLW	0	242	179	1	168
GTEX-11I78	0	175	112	1	109
GTEX-1GMR8	0	203	126	3	125
GTEX-1GN1U	0	203	139	5	148
GTEX-13111	0	120	85	2	75
GTEX-1O9I2	0	253	169	2	164
GTEX-1CAMQ	0	201	142	2	126
GTEX-XMD2	0	248	178	5	166
GTEX-144FL	0	297	199	4	197
GTEX-13QJ3	0	257	158	4	154
GTEX-14JG1	0	152	114	3	105
GTEX-WRHU	0	201	156	2	147
GTEX-Y8LW	0	148	103	3	91
GTEX-13OVG	0	122	102	1	90
GTEX-1GN2E	0	190	130	0	127
GTEX-1B8SF	0	213	136	2	161
GTEX-147GR	0	255	165	3	159
GTEX-1399S	0	314	218	3	207
GTEX-P4QT	0	176	115	3	130
GTEX-13X6K	0	257	182	2	169
GTEX-1B932	0	184	145	1	136
GTEX-QDVJ	0	133	93	1	95
GTEX-1EX96	0	88	54	0	55
GTEX-14DAQ	0	224	163	2	173
GTEX-15RIE	0	235	159	3	140
GTEX-YFC4	0	151	111	3	113
GTEX-1JKYR	0	227	152	1	171
GTEX-1477Z	0	208	140	3	146
GTEX-Y5V6	0	211	141	3	150
GTEX-111CU	0	108	79	2	77
GTEX-PW2O	0	66	47	0	49
GTEX-XAJ8	0	246	187	3	175
GTEX-15UKP	0	165	98	2	97
GTEX-1CB4J	0	143	102	2	89
GTEX-13NZB	0	204	138	2	129
GTEX-13O3P	0	119	76	1	85
GTEX-Z9EW	0	146	93	1	84
GTEX-OXRN	0	440	340	7	311
GTEX-1QP28	0	166	130	2	137
GTEX-XV7Q	0	303	222	4	206
