individual	chr1:1312137:1312226:cluster38175	chr1:1312147:1312226:cluster38175	chr1:1312368:1312440:cluster38175	chr1:1312368:1312593:cluster38175	chr1:1312501:1312593:cluster38175
GTEX-Z93S	0	119	124	3	108
GTEX-13111	0	65	72	1	71
GTEX-14H4A	0	76	65	1	64
GTEX-139TS	0	153	147	4	162
GTEX-ZYFD	0	84	74	2	76
GTEX-ZA64	0	108	101	2	106
GTEX-1PIIG	0	139	121	2	126
GTEX-17JCI	0	126	130	1	128
GTEX-1JJ6O	0	177	173	6	181
GTEX-13OVK	0	88	90	1	99
GTEX-WRHU	0	147	162	3	156
GTEX-WHSE	0	112	112	4	110
GTEX-14XAO	0	160	175	3	160
GTEX-ZZPU	0	105	106	1	106
GTEX-15DZA	0	129	146	3	142
GTEX-14C39	0	101	112	2	123
GTEX-17EVP	0	98	91	3	101
GTEX-147GR	0	173	185	4	187
GTEX-1CB4I	0	189	172	6	200
GTEX-1R9JW	0	250	258	7	273
GTEX-16NPV	1	221	196	5	219
GTEX-QESD	0	42	41	2	42
GTEX-1RAZQ	0	169	180	4	187
GTEX-PX3G	0	87	77	1	82
GTEX-146FH	0	45	43	0	47
GTEX-1477Z	0	94	108	3	113
GTEX-17F98	0	84	83	1	89
GTEX-13NZB	0	142	133	2	141
GTEX-13PVQ	0	104	91	3	97
GTEX-Z9EW	0	68	72	2	66
GTEX-OXRN	0	266	225	6	244
GTEX-13OW7	0	146	120	3	145
