individual	chr8:81478915:81479414:cluster26229	chr8:81478915:81480426:cluster26229	chr8:81479515:81480426:cluster26229	chr8:81480598:81483095:cluster26229	chr8:81480598:81483099:cluster26229
GTEX-1LG7Y	633	3	791	467	2
GTEX-12WSA	631	1	718	392	1
GTEX-1JMQK	160	0	207	109	0
GTEX-14E6E	117	0	129	66	0
GTEX-14C39	442	0	545	303	1
GTEX-16NPV	883	1	1109	653	2
GTEX-11O72	308	0	344	203	0
GTEX-P4QT	235	0	293	159	0
GTEX-13X6K	280	1	343	191	0
GTEX-1B932	249	1	303	158	0
GTEX-ZEX8	1035	2	1218	610	1
GTEX-12WSN	287	1	322	203	1
GTEX-RUSQ	23	0	21	13	0
GTEX-U3ZH	273	0	345	201	0
GTEX-1ICLY	209	0	235	145	0
GTEX-1477Z	345	1	400	236	0
GTEX-15UKP	115	0	137	72	0
GTEX-PSDG	255	0	317	168	0
GTEX-13PVQ	123	0	133	81	0
GTEX-Z9EW	221	0	252	129	0
GTEX-11GS4	175	0	194	117	0
GTEX-ZVT3	188	0	221	124	1
GTEX-1QP28	256	0	326	181	0
