individual	chr16:75235986:75236882:cluster7824	chr16:75235986:75242470:cluster7824	chr16:75237344:75242434:cluster7824	chr16:75237344:75242470:cluster7824
GTEX-YJ8O	36	3	0	39
GTEX-1QEPI	114	10	0	112
GTEX-17KNJ	106	9	0	96
GTEX-1ICLZ	76	10	0	71
GTEX-XPVG	185	23	0	191
GTEX-14E6D	98	12	0	103
GTEX-1S82Y	122	9	0	109
GTEX-18A66	176	13	0	153
GTEX-ZTPG	144	10	0	129
GTEX-13SLW	94	6	0	89
GTEX-15CHR	217	14	0	188
GTEX-132Q8	175	21	0	176
GTEX-11TT1	294	30	0	266
GTEX-1RQED	53	5	0	55
GTEX-1E2YA	80	8	0	71
GTEX-1IDJE	132	15	0	106
GTEX-144GM	288	35	0	237
GTEX-16XZZ	200	22	0	165
GTEX-1K2DU	430	43	0	422
GTEX-14PII	127	12	0	125
GTEX-13OW6	63	7	0	54
GTEX-ZPCL	135	13	0	136
GTEX-WOFM	154	21	0	156
GTEX-T6MN	33	2	0	28
GTEX-18465	79	5	0	73
GTEX-1128S	188	18	0	172
GTEX-1JN1M	144	19	0	149
GTEX-147JS	53	7	0	56
GTEX-R55C	115	7	0	104
GTEX-14PJ6	164	19	0	138
GTEX-1GF9U	115	8	0	97
GTEX-OXRL	151	13	0	142
GTEX-11NSD	156	11	0	147
GTEX-14PJM	51	6	0	39
GTEX-1EH9U	180	18	0	148
GTEX-1445S	227	21	0	179
GTEX-1MA7W	217	29	0	219
GTEX-1BAJH	72	5	0	66
GTEX-11ONC	101	8	0	94
GTEX-13QIC	66	6	0	57
GTEX-11I78	277	38	0	278
GTEX-1CAMQ	107	14	0	108
GTEX-144FL	137	17	0	111
GTEX-ZA64	177	13	0	150
GTEX-11XUK	114	9	0	103
GTEX-1JJ6O	169	14	0	163
GTEX-12ZZX	115	9	0	104
GTEX-YECK	49	6	0	48
GTEX-ZZPU	194	18	0	160
GTEX-13D11	226	21	0	169
GTEX-15DZA	299	29	0	254
GTEX-1B8SF	81	6	0	75
GTEX-17EVP	84	10	0	82
GTEX-15DCD	103	13	0	83
GTEX-SE5C	148	19	0	125
GTEX-1399S	260	24	0	238
GTEX-11O72	154	15	0	154
GTEX-1B932	173	16	0	178
GTEX-TKQ2	128	11	0	108
GTEX-14DAQ	85	10	0	77
GTEX-1GF9V	119	7	0	103
GTEX-1RAZQ	166	16	0	175
GTEX-U3ZH	251	19	0	213
GTEX-1JKYR	113	10	0	117
GTEX-1477Z	82	5	0	71
GTEX-111CU	271	26	0	273
GTEX-1CB4J	133	16	0	110
GTEX-ZVE2	187	15	0	183
GTEX-17HHY	60	6	0	57
GTEX-Z9EW	124	12	0	110
GTEX-ZVT3	41	2	0	35
