individual	chr19:51350391:51353123:cluster11195	chr19:51350391:51353132:cluster11195	chr19:51350391:51354150:cluster11195	chr19:51353290:51354150:cluster11195
GTEX-1LSNL	0	792	1	586
GTEX-UTHO	0	367	0	278
GTEX-OHPN	0	652	2	475
GTEX-ZUA1	0	640	0	512
GTEX-18A6Q	0	892	1	695
GTEX-13FTZ	0	738	0	561
GTEX-17EUY	0	317	0	256
GTEX-1LGOU	0	1021	1	814
GTEX-X8HC	0	522	0	395
GTEX-1JMQJ	0	535	0	404
GTEX-13FTY	0	506	1	392
GTEX-16NPX	0	459	0	354
GTEX-15ETS	0	412	0	325
GTEX-1212Z	0	738	0	571
GTEX-WK11	0	722	0	537
GTEX-1GPI7	0	488	0	376
GTEX-1GN1W	0	513	1	392
GTEX-Y8DK	0	735	2	547
GTEX-OHPL	0	432	0	341
GTEX-ZYFG	0	401	0	311
GTEX-W5WG	0	687	0	540
GTEX-TMMY	0	475	1	341
GTEX-PLZ5	0	400	1	307
GTEX-1C2JI	0	260	0	198
GTEX-18D9A	0	512	0	394
GTEX-QEL4	0	236	0	177
GTEX-T5JC	0	1634	4	1232
GTEX-ZF2S	0	494	0	381
GTEX-ZV6S	0	273	1	217
GTEX-WEY5	0	1787	5	1352
GTEX-1399T	0	531	0	411
GTEX-11ZUS	0	686	0	518
GTEX-1F75A	0	992	3	730
GTEX-13QBU	0	340	1	270
GTEX-13U4I	0	576	0	452
GTEX-WYJK	0	597	1	433
GTEX-ZDTS	0	381	1	280
GTEX-XOT4	0	455	0	349
GTEX-PLZ4	0	266	0	196
GTEX-OXRK	0	366	1	296
GTEX-15RIG	0	558	2	427
GTEX-13FTW	0	297	1	222
GTEX-11ZVC	0	493	0	370
GTEX-11OF3	0	1182	0	904
GTEX-11UD2	0	628	1	500
GTEX-1CB4F	0	354	0	286
GTEX-1M4P7	0	686	0	543
GTEX-17EVQ	0	826	3	640
GTEX-ZF3C	0	556	0	414
GTEX-PWCY	0	709	1	522
GTEX-14BIL	0	1110	1	805
GTEX-OIZH	0	485	0	373
GTEX-Y3I4	0	265	0	210
GTEX-O5YT	0	320	0	244
GTEX-11ZU8	0	438	0	343
GTEX-1LVA9	0	953	2	790
GTEX-1192X	0	370	0	289
GTEX-1MUQO	0	332	0	260
GTEX-15D79	0	768	0	615
GTEX-1RAZA	0	330	1	241
GTEX-13OVH	0	446	1	363
GTEX-T2IS	0	1052	1	835
GTEX-16BQI	0	492	2	378
GTEX-13N1W	0	498	2	382
GTEX-117YW	0	661	1	510
GTEX-16MT8	0	689	0	519
GTEX-111VG	0	504	2	374
GTEX-Q2AG	0	126	0	97
GTEX-1AX9J	0	507	1	382
GTEX-1R9K4	0	1387	2	1054
GTEX-YJ8O	0	399	0	323
GTEX-ZC5H	0	463	0	350
GTEX-Y9LG	0	615	2	480
GTEX-1EWIQ	0	537	0	401
GTEX-Y5LM	0	435	0	321
GTEX-QDT8	0	943	1	718
GTEX-1A8FM	0	429	1	325
GTEX-1ICLZ	0	256	0	198
GTEX-V1D1	0	194	0	156
GTEX-1M5QR	0	630	1	518
GTEX-XPVG	0	785	1	629
GTEX-V955	0	506	0	388
GTEX-1IDJF	0	520	2	388
GTEX-1GN73	0	546	2	439
GTEX-RTLS	0	470	0	373
GTEX-1S82Y	0	629	1	490
GTEX-13O21	0	643	1	530
GTEX-1QCLZ	0	509	1	380
GTEX-1RB15	0	472	0	360
GTEX-13PVR	0	291	0	231
GTEX-1314G	0	450	0	338
GTEX-PLZ6	0	201	0	147
GTEX-1399U	0	333	1	247
GTEX-QDVN	0	230	0	186
GTEX-16GPK	0	429	0	345
GTEX-1PIEJ	0	564	0	450
GTEX-15CHR	0	442	1	333
GTEX-132Q8	0	364	0	275
GTEX-13112	0	569	0	433
GTEX-11TT1	0	199	0	155
GTEX-18A7A	0	604	1	485
GTEX-ZAK1	0	523	0	414
GTEX-1GZ4I	0	618	0	475
GTEX-1PBJJ	0	605	0	450
GTEX-1QP2A	0	385	0	285
GTEX-1E2YA	0	416	1	322
GTEX-1F52S	0	320	0	248
GTEX-11GSP	0	469	0	377
GTEX-12WSJ	0	347	0	256
GTEX-1A3MV	0	943	3	722
GTEX-14PJ5	0	468	0	345
GTEX-133LE	0	482	1	398
GTEX-1R9PO	0	546	2	447
GTEX-16XZZ	0	751	0	573
GTEX-1K2DU	0	314	0	231
GTEX-15ER7	0	1483	1	1199
GTEX-13OW6	0	472	0	368
GTEX-17HHE	0	237	0	191
GTEX-1R7EU	0	346	0	271
GTEX-14PN4	0	266	1	193
GTEX-T6MN	0	269	0	198
GTEX-15SHV	0	528	0	417
GTEX-13PLJ	0	411	0	329
GTEX-18465	0	711	1	539
GTEX-1GZHY	0	741	0	582
GTEX-15SB6	0	444	0	352
GTEX-13RTJ	0	225	0	166
GTEX-1MCQQ	0	431	1	339
GTEX-OXRL	0	483	0	383
GTEX-11NSD	0	444	1	358
GTEX-14PJM	0	654	0	486
GTEX-117XS	0	727	1	562
GTEX-1445S	0	575	0	426
GTEX-15SKB	0	740	0	567
GTEX-1BAJH	0	451	0	359
GTEX-ZVZP	0	246	1	182
GTEX-11ONC	0	322	0	241
GTEX-13QIC	0	361	0	283
GTEX-12KS4	0	506	0	380
GTEX-Z93S	0	551	1	437
GTEX-1GN1U	0	389	0	292
GTEX-13111	0	355	1	287
GTEX-14H4A	0	679	2	507
GTEX-139TS	0	811	0	616
GTEX-144FL	0	732	1	525
GTEX-1B8L1	0	593	0	455
GTEX-13OVK	0	334	1	272
GTEX-WRHU	0	797	1	599
GTEX-Y8LW	0	614	1	458
GTEX-1LG7Y	0	1032	0	808
GTEX-OIZF	0	350	0	278
GTEX-1GN2E	0	802	0	608
GTEX-14E6E	0	647	0	515
GTEX-15DZA	0	708	1	510
GTEX-14C39	0	571	0	437
GTEX-13CF3	0	320	0	245
GTEX-12WSF	0	654	1	491
GTEX-15DCD	0	754	0	580
GTEX-P4QT	0	411	1	338
GTEX-RM2N	0	211	0	174
GTEX-14DAQ	0	971	1	784
GTEX-ZEX8	0	756	1	563
GTEX-PX3G	0	354	1	277
GTEX-1R7EV	0	510	1	388
GTEX-146FH	0	351	1	253
GTEX-1ICLY	0	226	1	172
GTEX-1JKYR	0	629	0	493
GTEX-Q2AI	0	65	0	51
GTEX-1477Z	0	385	0	301
GTEX-14BIM	0	686	2	541
GTEX-17F98	0	337	0	269
GTEX-Y5V6	0	398	1	325
GTEX-VJWN	0	314	0	247
GTEX-XAJ8	0	248	0	189
GTEX-1CB4J	0	598	2	462
GTEX-13PVQ	0	505	0	373
GTEX-17HHY	0	384	0	282
GTEX-1QP67	0	525	0	389
GTEX-S95S	0	407	0	315
