individual	chr11:43889828:43892041:cluster2581	chr11:43889828:43901516:cluster2581	chr11:43892129:43901516:cluster2581	chr11:43892129:43901543:cluster2581
GTEX-Y5LM	68	7	90	0
GTEX-17KNJ	44	2	56	0
GTEX-1A8FM	44	3	64	0
GTEX-15RIF	87	4	115	0
GTEX-1GN73	69	5	78	0
GTEX-14E6D	56	2	69	0
GTEX-18A66	55	3	66	0
GTEX-1RB15	54	3	69	0
GTEX-13PVR	23	1	27	0
GTEX-1314G	36	4	45	0
GTEX-PLZ6	34	2	41	0
GTEX-13SLW	45	4	48	0
GTEX-15CHR	41	3	47	0
GTEX-132Q8	26	2	39	0
GTEX-18A7A	42	2	51	0
GTEX-WHSB	89	7	115	0
GTEX-1GZ4I	90	9	117	0
GTEX-R55G	35	2	41	0
GTEX-145MH	37	2	46	0
GTEX-1F52S	26	2	33	0
GTEX-1LVAM	54	3	68	0
GTEX-14PJ5	26	1	32	0
GTEX-133LE	32	3	34	0
GTEX-X5EB	25	1	32	0
GTEX-16XZZ	70	3	95	0
GTEX-O5YV	30	3	39	0
GTEX-WOFM	136	8	172	0
GTEX-1LG7Z	73	4	92	0
GTEX-1C4CL	76	4	105	0
GTEX-1A8G6	50	4	71	0
GTEX-14PN4	22	2	24	0
GTEX-SNMC	131	9	160	0
GTEX-T6MN	20	1	20	0
GTEX-15SHV	52	4	58	0
GTEX-14PJ2	45	4	63	0
GTEX-1128S	53	2	65	0
GTEX-1QP66	121	11	148	0
GTEX-1GZHY	55	4	61	0
GTEX-QVJO	34	2	43	0
GTEX-OXRL	55	4	61	0
GTEX-1B8KZ	72	4	75	0
GTEX-1BAJH	42	2	53	0
GTEX-14LLW	48	3	64	0
GTEX-11ZTT	55	4	64	0
GTEX-12KS4	45	2	61	0
GTEX-11I78	30	3	39	0
GTEX-1GPI6	47	4	56	0
GTEX-XMD2	49	4	56	0
GTEX-1B8L1	37	2	37	0
GTEX-ZA64	62	6	71	0
GTEX-ZVE1	52	5	62	0
GTEX-WRHU	87	5	94	0
GTEX-Y8LW	32	2	32	0
GTEX-13OVG	53	5	59	0
GTEX-1F88F	50	5	69	0
GTEX-12WSA	67	4	74	0
GTEX-OIZF	51	2	57	0
GTEX-14XAO	50	5	67	0
GTEX-1GN2E	39	3	54	0
GTEX-14E6E	34	1	42	0
GTEX-14C39	43	4	51	0
GTEX-1B8SF	35	3	51	0
GTEX-13CF3	31	1	39	0
GTEX-ZVT4	49	3	50	0
GTEX-1R9K5	68	6	76	0
GTEX-16NPV	42	2	43	0
GTEX-SE5C	86	4	105	0
GTEX-1399S	56	5	69	0
GTEX-P4QT	60	4	61	0
GTEX-WWTW	40	2	52	0
GTEX-13X6K	56	3	66	0
GTEX-1A8G7	52	2	60	0
GTEX-TKQ2	85	6	93	0
GTEX-WFG7	41	3	54	0
GTEX-WL46	71	4	81	0
GTEX-13FHO	34	2	37	0
GTEX-146FH	18	1	17	0
GTEX-U3ZH	52	2	65	0
GTEX-1ICLY	26	2	39	0
GTEX-17F98	39	2	52	0
GTEX-1GTWX	60	4	63	0
GTEX-ZF29	61	3	71	0
GTEX-1CB4J	48	5	59	0
GTEX-ZVE2	36	2	42	0
GTEX-13O3P	23	1	27	0
GTEX-ZVT3	35	2	36	0
GTEX-1QP28	36	2	45	0
