individual	chr1:59554227:59607803:cluster32099	chr1:59554227:59625988:cluster32099	chr1:59607910:59610092:cluster32099	chr1:59607910:59625988:cluster32099	chr1:59610119:59625988:cluster32099
GTEX-1MCYP	26	0	0	33	1
GTEX-131XG	31	0	2	33	1
GTEX-1JMQJ	68	0	2	81	1
GTEX-15ETS	56	0	1	53	1
GTEX-1PPH7	88	0	1	88	3
GTEX-1212Z	84	0	3	113	4
GTEX-1F5PL	39	0	0	44	1
GTEX-WK11	73	0	0	78	2
GTEX-Y8DK	56	0	1	58	2
GTEX-ZYFG	57	0	2	53	2
GTEX-W5WG	55	0	2	80	2
GTEX-18D9A	50	0	2	67	2
GTEX-QEL4	25	0	1	25	1
GTEX-U8T8	32	0	2	37	1
GTEX-ZV6S	16	0	0	20	0
GTEX-1QP9N	54	0	2	71	1
GTEX-14LZ3	118	0	2	124	1
GTEX-XOT4	98	0	3	94	4
GTEX-1IDFM	88	0	1	92	1
GTEX-13FTW	12	0	0	11	0
GTEX-QEG5	38	0	0	47	1
GTEX-1339X	49	0	1	62	1
GTEX-ZZ64	22	0	1	31	0
GTEX-17HGU	40	0	2	46	2
GTEX-1C6VR	36	0	2	41	1
GTEX-11UD2	72	0	2	64	1
GTEX-1KWVE	82	0	3	85	0
GTEX-1CB4F	88	0	5	96	3
GTEX-PWCY	54	0	2	64	3
GTEX-14BIL	63	0	3	66	2
GTEX-X261	32	0	1	37	1
GTEX-13FH7	25	0	1	35	0
GTEX-11ZU8	54	0	2	74	2
GTEX-18D9U	65	0	3	68	2
GTEX-1LVA9	67	0	3	63	2
GTEX-1EU9M	99	0	2	94	1
GTEX-U3ZN	54	0	1	67	3
GTEX-16BQI	49	0	1	52	2
GTEX-13N1W	60	0	1	54	1
GTEX-111VG	58	0	2	54	2
GTEX-1AX9J	41	0	2	42	0
GTEX-1F7RK	78	0	3	87	1
GTEX-1R9K4	93	0	4	113	4
GTEX-1EWIQ	82	0	3	96	3
GTEX-11EI6	94	0	3	109	2
GTEX-17KNJ	60	0	1	63	2
GTEX-1A8FM	88	0	2	107	1
GTEX-15RIF	51	0	1	48	2
GTEX-1JN6P	78	0	3	96	2
GTEX-P4PQ	123	0	2	161	4
GTEX-1IDJF	41	0	1	42	1
GTEX-1RB15	56	0	3	70	3
GTEX-1399U	37	0	1	50	2
GTEX-13SLW	109	0	3	133	5
GTEX-13112	54	0	3	61	2
GTEX-1GZ4I	48	0	2	52	1
GTEX-145MH	49	0	3	54	2
GTEX-1E2YA	39	0	0	40	1
GTEX-13X6H	59	0	0	60	2
GTEX-12WSJ	53	0	1	58	1
GTEX-N7MS	37	0	2	48	1
GTEX-1A3MV	45	0	1	47	0
GTEX-14PJ5	43	0	2	63	2
GTEX-133LE	48	0	1	52	0
GTEX-ZAB4	67	0	2	61	1
GTEX-14PII	57	0	2	66	1
GTEX-15ER7	220	0	5	270	2
GTEX-T8EM	41	0	1	52	1
GTEX-13OW6	49	0	1	59	1
GTEX-1R7EU	26	0	0	27	0
GTEX-1A8G6	60	0	2	67	1
GTEX-14PN4	20	0	1	29	1
GTEX-13PLJ	58	0	2	64	0
GTEX-18465	51	0	1	50	0
GTEX-1QP66	124	0	3	136	2
GTEX-147JS	46	0	3	54	2
GTEX-144GL	64	0	1	76	1
GTEX-14PJ6	41	0	1	42	1
GTEX-1MCQQ	70	0	1	82	1
GTEX-1CB4E	23	0	0	27	0
GTEX-11NSD	20	0	0	21	1
GTEX-139YR	13	0	0	17	0
GTEX-11ONC	68	0	2	69	2
GTEX-13QIC	63	0	1	66	1
GTEX-11ZTT	86	0	2	88	3
GTEX-X4EO	105	0	2	108	1
GTEX-14H4A	28	0	0	38	1
GTEX-1O9I2	81	0	2	95	0
GTEX-1CAMQ	72	0	2	95	1
GTEX-1B8L1	32	0	1	39	0
GTEX-14JG1	52	0	2	57	1
GTEX-13OVK	46	0	2	50	1
GTEX-1F88F	76	0	1	90	1
GTEX-1LG7Y	98	0	2	116	3
GTEX-OIZF	50	0	1	48	1
GTEX-14E6E	28	0	2	40	1
GTEX-ZP4G	27	0	1	24	0
GTEX-15DZA	89	0	3	89	2
GTEX-ZGAY	37	0	1	45	1
GTEX-1B8SF	115	0	4	113	5
GTEX-11P81	63	0	2	73	1
GTEX-13CF3	30	0	0	29	1
GTEX-1F48J	79	0	3	82	2
GTEX-ZVT4	53	0	1	58	0
GTEX-1R9K5	45	0	2	52	1
GTEX-15DCD	184	0	5	209	4
GTEX-16NPV	49	0	1	59	1
GTEX-1399S	48	0	0	54	1
GTEX-11O72	100	0	3	134	3
GTEX-Q734	73	0	2	88	2
GTEX-1A8G7	153	0	4	173	4
GTEX-1B932	86	0	1	82	2
GTEX-RM2N	21	0	0	21	0
GTEX-15RIE	46	0	0	59	1
GTEX-1RAZQ	52	0	2	59	2
GTEX-WFG8	43	0	2	47	1
GTEX-12WSN	38	0	1	39	0
GTEX-PX3G	39	0	2	49	0
GTEX-RUSQ	16	0	0	17	0
GTEX-Q2AI	14	0	0	15	0
GTEX-1477Z	95	0	5	102	3
GTEX-PW2O	25	0	1	28	0
GTEX-1CB4J	34	0	2	39	2
GTEX-PSDG	31	0	1	32	1
GTEX-13O3P	59	0	1	56	1
GTEX-1QP28	21	0	1	33	1
GTEX-XV7Q	59	0	2	68	1
