individual	chr8:18075587:18082715:cluster25857	chr8:18075587:18083122:cluster25857	chr8:18075587:18083981:cluster25857	chr8:18075587:18084587:cluster25857	chr8:18075587:18084676:cluster25857
GTEX-1RQED	0	0	158	0	5
GTEX-ZAK1	0	0	91	0	4
GTEX-1PBJJ	0	0	67	0	3
GTEX-13OW8	0	0	120	0	4
GTEX-145MH	0	0	84	0	4
GTEX-1E2YA	0	1	167	0	4
GTEX-16XZY	0	2	107	0	6
GTEX-12WSJ	0	0	34	0	1
GTEX-1IDJE	0	2	104	0	6
GTEX-14PJ5	0	0	109	0	5
GTEX-X5EB	0	1	71	0	3
GTEX-O5YV	0	0	90	0	3
GTEX-15ER7	0	0	425	0	18
GTEX-17HHE	0	1	109	0	6
GTEX-ZPCL	0	2	153	0	5
GTEX-1LG7Z	0	1	134	0	6
GTEX-1R7EU	0	0	65	0	4
GTEX-U3ZM	0	1	62	0	3
GTEX-1A8G6	0	0	148	0	5
GTEX-WFON	0	0	90	0	4
GTEX-13VXU	0	1	153	0	5
GTEX-18465	0	1	217	0	6
GTEX-14PJ2	0	0	31	0	1
GTEX-1QP66	0	6	313	0	15
GTEX-QVJO	0	0	13	0	0
GTEX-147JS	0	0	118	0	4
GTEX-QCQG	0	0	72	0	2
GTEX-1GF9U	0	1	115	0	3
GTEX-1CB4E	0	0	96	0	4
GTEX-11NSD	0	0	109	0	5
GTEX-14PJM	0	2	160	0	4
GTEX-1B8KZ	0	1	142	0	4
GTEX-ZVZP	0	1	62	0	3
GTEX-VUSG	0	1	108	0	6
GTEX-13QIC	0	0	77	0	3
GTEX-11ZTT	0	0	47	0	1
GTEX-1GPI6	0	1	119	0	3
GTEX-111YS	0	0	62	0	3
GTEX-13111	0	0	92	0	5
GTEX-14H4A	0	3	161	0	9
GTEX-14PK6	0	1	181	0	4
GTEX-1O9I2	0	2	114	0	4
GTEX-XMD2	0	0	30	0	1
GTEX-ZYFD	0	0	74	0	2
GTEX-1PIIG	0	0	135	0	6
GTEX-ZVE1	0	1	102	0	2
GTEX-17JCI	0	1	226	0	8
GTEX-REY6	0	1	73	0	3
GTEX-13OVK	0	0	138	0	7
GTEX-13OVG	0	2	143	0	7
GTEX-YECK	0	0	197	0	7
GTEX-WHSE	0	2	125	0	7
GTEX-1F88F	0	0	130	0	4
GTEX-OIZF	0	0	71	0	3
GTEX-14XAO	0	1	84	0	3
GTEX-1GN2E	0	1	116	0	4
GTEX-ZGAY	0	1	146	0	8
GTEX-17EVP	0	0	81	0	3
GTEX-1F48J	0	1	182	0	4
GTEX-1R9K5	0	0	180	0	8
GTEX-12WSF	0	0	149	0	6
GTEX-15DCD	0	1	189	0	9
GTEX-16NPV	0	0	45	0	1
GTEX-QESD	0	1	80	0	4
GTEX-QDVJ	0	0	93	0	3
GTEX-TKQ2	0	0	57	0	3
GTEX-RM2N	0	0	38	0	2
GTEX-ZEX8	0	2	115	0	4
GTEX-1RAZQ	0	0	133	0	4
GTEX-PX3G	0	0	57	0	2
GTEX-13FHO	0	2	133	0	3
GTEX-1R7EV	0	0	62	0	4
GTEX-RUSQ	0	0	15	0	0
GTEX-U3ZH	0	0	57	0	3
GTEX-14BIM	0	1	108	0	4
GTEX-17F98	0	0	59	0	3
GTEX-Y5V6	0	0	45	0	3
GTEX-PW2O	0	0	29	0	1
GTEX-13NZB	0	0	80	0	4
GTEX-PSDG	0	0	62	0	2
GTEX-13PVQ	0	2	132	0	4
GTEX-Z9EW	0	0	66	0	3
GTEX-11GS4	0	1	120	0	5
GTEX-OXRN	0	0	53	0	3
GTEX-1QP28	0	4	209	0	12
GTEX-13OW7	0	1	162	0	8
