individual	chr21:46126237:46126503:cluster13435	chr21:46126297:46126503:cluster13435	chr21:46126541:46129196:cluster13435	chr21:46126541:46131954:cluster13435
GTEX-1QP9N	90	0	17	65
GTEX-146FQ	800	0	182	547
GTEX-XGQ4	146	0	25	107
GTEX-RNOR	205	0	35	138
GTEX-1B97I	355	0	73	228
GTEX-1A3MX	373	0	75	280
GTEX-QEG5	366	0	60	247
GTEX-1339X	158	0	30	106
GTEX-13RTL	1043	0	206	680
GTEX-ZZ64	473	0	108	316
GTEX-1C6VR	825	0	156	610
GTEX-ZV68	151	0	35	100
GTEX-1P4AB	368	0	66	234
GTEX-ZF3C	190	0	41	140
GTEX-PWCY	115	0	20	80
GTEX-Y111	327	0	62	248
GTEX-1A3MW	300	0	59	227
GTEX-X261	116	0	25	75
GTEX-Y3I4	185	0	36	125
GTEX-1269C	223	0	45	176
GTEX-O5YT	205	0	44	150
GTEX-1AMFI	208	0	45	145
GTEX-1EU9M	854	0	152	584
GTEX-11ZTS	168	0	39	122
GTEX-T2IS	395	0	81	255
GTEX-16BQI	240	0	46	153
GTEX-117YW	259	0	60	181
GTEX-111VG	351	0	63	246
GTEX-Q2AG	128	0	26	88
GTEX-YJ8O	231	0	47	176
GTEX-1EWIQ	655	0	129	470
GTEX-Y5LM	310	0	52	213
GTEX-17KNJ	280	0	49	186
GTEX-1A8FM	932	0	162	661
GTEX-15RIF	242	0	52	169
GTEX-1JN6P	187	0	38	129
GTEX-P4PQ	299	0	67	199
GTEX-1IDJF	233	0	39	164
GTEX-183WM	508	0	110	344
GTEX-18A66	126	0	29	94
GTEX-1QAET	415	0	78	304
GTEX-1RB15	170	0	35	131
GTEX-ZTPG	340	0	59	229
GTEX-16GPK	313	0	62	238
GTEX-1PIEJ	296	0	65	205
GTEX-11TT1	91	0	21	68
GTEX-WHSB	283	0	48	201
GTEX-WOFL	1236	0	227	851
GTEX-1RQED	417	0	77	271
GTEX-ZAK1	305	0	63	198
GTEX-1PBJJ	216	0	44	157
GTEX-13OW8	363	0	65	254
GTEX-145MH	307	0	55	223
GTEX-16XZY	328	0	61	238
GTEX-11GSP	372	0	71	260
GTEX-16XZZ	588	0	122	412
GTEX-1K2DU	246	0	47	176
GTEX-ZPCL	181	0	35	134
GTEX-1LG7Z	698	0	127	474
GTEX-1R7EU	1022	0	235	769
GTEX-U3ZM	182	0	37	120
GTEX-1A8G6	667	0	140	484
GTEX-15SHV	156	0	36	108
GTEX-13PLJ	430	0	80	324
GTEX-18465	203	0	40	131
GTEX-14PJ2	256	0	45	171
GTEX-1128S	330	0	57	224
GTEX-1JN1M	252	0	50	174
GTEX-147JS	457	0	82	298
GTEX-15SB6	151	0	33	109
GTEX-144GL	512	0	92	375
GTEX-11NSD	123	0	28	84
GTEX-117XS	304	0	55	218
GTEX-1MA7W	251	0	52	167
GTEX-11ONC	317	0	70	214
GTEX-VUSG	643	0	130	439
GTEX-12WSL	282	0	52	212
GTEX-12KS4	248	0	51	164
GTEX-1GPI6	278	0	54	175
GTEX-Z93S	319	0	58	243
GTEX-1GN1U	223	0	39	155
GTEX-1CAMQ	161	0	34	110
GTEX-XMD2	309	0	63	222
GTEX-144FL	858	0	190	579
GTEX-13QJ3	352	0	63	249
GTEX-17JCI	450	0	89	314
GTEX-REY6	317	0	75	224
GTEX-1JJ6O	190	0	42	129
GTEX-13OVK	157	0	34	107
GTEX-Y8LW	558	0	129	412
GTEX-1F88F	524	0	99	368
GTEX-1JMQK	199	0	37	122
GTEX-ZP4G	193	0	45	139
GTEX-ZGAY	118	0	27	85
GTEX-14C39	254	0	45	187
GTEX-ZVT4	376	0	72	274
GTEX-1R9K5	1633	0	284	1170
GTEX-12WSF	236	0	55	161
GTEX-15DCD	587	0	133	391
GTEX-QESD	158	0	36	125
GTEX-P4QT	203	0	34	135
GTEX-1A8G7	420	0	88	305
GTEX-WFG7	111	0	24	73
GTEX-ZEX8	554	0	122	366
GTEX-WL46	631	0	145	433
GTEX-15RIE	159	0	26	115
GTEX-PX3G	138	0	28	92
GTEX-13FHO	236	0	54	172
GTEX-146FH	221	0	46	157
GTEX-RUSQ	92	0	18	56
GTEX-1ICLY	265	0	56	171
GTEX-YFC4	262	0	49	170
GTEX-1JKYR	189	0	37	132
GTEX-Y5V6	157	0	38	118
GTEX-111CU	148	0	24	102
GTEX-XAJ8	280	0	57	183
GTEX-15UKP	176	0	32	124
GTEX-17F97	253	0	53	172
GTEX-PSDG	277	0	45	191
GTEX-13PVQ	231	0	51	174
GTEX-Z9EW	131	0	30	91
GTEX-S95S	163	0	34	116
GTEX-1QP28	120	0	27	95
GTEX-13OW7	572	0	104	380
