individual	chr2:218401712:218402111:cluster56829	chr2:218401712:218402114:cluster56829	chr2:218402215:218402349:cluster56829	chr2:218402215:218403035:cluster56829	chr2:218402405:218403035:cluster56829
GTEX-13QJ3	30	66	143	3	145
GTEX-ZYFD	10	20	40	0	34
GTEX-ZVE1	34	60	117	3	129
GTEX-11XUK	39	66	123	0	141
GTEX-1JJ6O	40	72	134	0	136
GTEX-12ZZX	31	45	99	2	93
GTEX-YECK	30	50	105	0	118
GTEX-ZZPU	37	62	134	3	137
GTEX-17EVP	30	46	84	0	95
GTEX-15DCD	49	76	174	1	187
GTEX-1399S	35	66	151	2	134
GTEX-13X6K	28	52	106	0	102
GTEX-1B932	44	99	202	3	210
GTEX-QDVJ	33	57	97	1	105
GTEX-TKQ2	36	67	144	2	149
GTEX-RM2N	22	43	76	3	83
GTEX-14DAQ	48	89	163	0	174
GTEX-ZEX8	54	108	223	3	254
GTEX-WL46	51	87	162	3	180
GTEX-146FH	28	42	84	2	90
GTEX-1JKYR	34	67	140	1	162
GTEX-17F98	27	58	98	3	108
GTEX-111CU	37	58	133	3	154
GTEX-ZF29	66	97	214	2	242
GTEX-15UKP	53	91	164	2	206
GTEX-1CB4J	63	93	184	5	207
GTEX-17F97	38	55	118	2	128
GTEX-13NZB	32	54	113	0	114
GTEX-ZVE2	31	59	116	0	117
GTEX-13PVQ	12	17	47	0	50
GTEX-1QP67	49	84	154	1	180
