individual	chr2:135911493:135912486:cluster51102	chr2:135911493:135914469:cluster51102	chr2:135912566:135914469:cluster51102
GTEX-14JG1	139	1	105
GTEX-ZVE1	170	0	119
GTEX-11XUK	106	0	75
GTEX-1F88F	128	0	93
GTEX-14XAO	199	1	127
GTEX-1GN2E	85	0	59
GTEX-ZZPU	150	1	97
GTEX-14E6E	131	0	93
GTEX-1B8SF	231	1	171
GTEX-147GR	102	0	66
GTEX-1CB4I	133	0	91
GTEX-15DCD	295	1	203
GTEX-13X6K	224	1	164
GTEX-Q734	206	0	145
GTEX-14DAQ	170	0	119
GTEX-15RIE	117	0	83
GTEX-12WSN	143	1	93
GTEX-PX3G	158	1	110
GTEX-Q2AI	78	0	57
GTEX-1477Z	154	0	102
GTEX-17F98	131	0	95
GTEX-Y5V6	146	1	110
GTEX-PW2O	60	0	40
GTEX-15UKP	113	0	79
GTEX-17F97	193	0	136
GTEX-S95S	92	0	63
GTEX-1QP28	115	0	84
