individual	chr19:51354308:51366270:cluster88134	chr19:51354308:51367457:cluster88134	chr19:51367215:51367457:cluster88134
GTEX-1GF9V	566	0	1
GTEX-WFG8	221	0	1
GTEX-13FHO	746	0	1
GTEX-1R7EV	442	0	2
GTEX-RUSQ	52	0	0
GTEX-YFC4	1097	0	4
GTEX-1477Z	356	0	1
GTEX-1GTWX	913	0	1
GTEX-XAJ8	263	0	1
GTEX-ZF29	549	0	2
GTEX-1CB4J	744	0	1
GTEX-13NZB	439	0	1
GTEX-13O3P	352	0	1
GTEX-11GS4	735	0	1
GTEX-1QP67	455	0	1
GTEX-ZVT3	787	0	1
GTEX-13OW7	676	0	1
