individual	chr1:27362753:27362839:cluster68724	chr1:27362753:27362851:cluster68724	chr1:27363021:27363442:cluster68724	chr1:27363021:27363917:cluster68724	chr1:27363548:27363917:cluster68724
GTEX-183FY	1	23	15	0	29
GTEX-145LU	0	17	8	0	17
GTEX-13X6J	0	16	6	0	14
GTEX-ZDYS	3	57	36	0	63
GTEX-ZLV1	2	68	39	0	80
GTEX-OHPN	3	72	40	0	58
GTEX-18A6Q	0	17	7	0	12
GTEX-17EUY	1	40	20	0	44
GTEX-X8HC	1	58	30	0	55
GTEX-1MCYP	0	44	24	0	35
GTEX-1GN1W	3	87	60	0	89
GTEX-1RAZR	0	44	22	0	39
GTEX-OHPL	3	86	53	0	89
GTEX-1QPFJ	1	88	49	0	70
GTEX-12C56	1	44	20	0	32
GTEX-1211K	1	36	26	0	38
GTEX-TSE9	2	42	22	0	34
GTEX-W5WG	3	128	78	0	112
GTEX-TMMY	0	74	46	0	76
GTEX-13O3O	2	40	29	0	40
GTEX-SN8G	1	37	27	0	34
GTEX-1C2JI	1	47	29	0	45
GTEX-18D9A	1	46	22	0	35
GTEX-1LH75	1	31	16	0	26
GTEX-U8T8	4	110	73	0	125
GTEX-WEY5	5	116	62	0	102
GTEX-131XF	1	25	14	0	25
GTEX-13O3Q	0	10	3	0	9
GTEX-13QBU	0	44	28	0	42
GTEX-ZDTS	0	11	5	0	9
GTEX-PLZ4	0	25	12	0	20
GTEX-11GSO	0	18	8	0	17
GTEX-OXRK	0	16	10	0	21
GTEX-15RIG	2	32	23	0	32
GTEX-WRHK	0	27	11	0	23
GTEX-13FTW	0	23	16	0	25
GTEX-QEG5	0	31	15	0	27
GTEX-15G1A	4	79	54	0	77
GTEX-17HGU	0	25	15	0	22
GTEX-1C6VR	0	11	8	0	12
GTEX-11OF3	0	15	11	0	16
GTEX-ZV68	0	20	11	0	20
GTEX-1CB4F	0	6	2	0	4
GTEX-17EVQ	2	55	31	0	66
GTEX-Y111	0	13	5	0	13
GTEX-1A3MW	0	63	37	0	54
GTEX-1LSNM	0	30	21	0	28
GTEX-1MUQO	1	35	19	0	37
GTEX-1RAZA	1	54	37	0	52
GTEX-U3ZN	0	32	15	0	24
GTEX-WYVS	2	29	16	0	28
GTEX-16BQI	1	50	27	0	44
GTEX-1F6IF	1	25	14	0	18
GTEX-ZWKS	0	56	32	0	53
GTEX-OOBK	0	27	16	0	30
GTEX-1QEPI	1	25	12	0	23
GTEX-1LVAO	3	115	59	0	95
GTEX-1EWIQ	0	10	6	0	10
GTEX-17KNJ	1	24	11	0	22
GTEX-QDT8	1	37	25	0	34
GTEX-15RIF	2	43	26	0	45
GTEX-1M5QR	0	43	28	0	43
GTEX-ZT9X	0	31	20	0	28
GTEX-14E6D	0	19	12	0	16
GTEX-1QAET	0	27	16	0	22
GTEX-15CHC	0	54	32	0	49
GTEX-1RB15	1	23	16	0	22
GTEX-ZE7O	0	8	7	0	9
GTEX-1PDJ9	2	44	31	0	53
GTEX-16GPK	0	1	1	0	3
GTEX-15CHR	2	48	33	0	46
GTEX-1RQED	0	15	11	0	16
GTEX-1GZ4I	0	91	54	0	93
GTEX-13OW8	0	11	8	0	12
GTEX-145MH	0	9	6	0	12
GTEX-13X6H	0	20	10	0	16
GTEX-OIZG	0	33	19	0	27
GTEX-12WSJ	0	29	18	0	29
GTEX-N7MS	0	19	9	0	20
GTEX-144GM	0	22	10	0	18
GTEX-1LVAM	1	30	20	0	37
GTEX-1R9PO	1	34	27	0	37
GTEX-X5EB	0	39	27	0	37
GTEX-16XZZ	0	43	24	0	45
GTEX-1K2DU	3	60	28	0	58
GTEX-ZAB4	2	43	27	0	36
GTEX-13OW6	0	14	5	0	11
GTEX-WOFM	2	78	42	0	76
GTEX-1R7EU	3	56	30	0	56
GTEX-1A8G6	1	29	18	0	23
GTEX-13PLJ	0	30	15	0	23
GTEX-1128S	1	45	25	0	46
GTEX-RN64	0	9	8	0	12
GTEX-1GZHY	0	8	6	0	11
GTEX-1JN1M	2	46	34	0	53
GTEX-144GL	0	8	4	0	8
GTEX-1CB4E	0	26	18	0	22
GTEX-117XS	0	8	5	0	8
GTEX-U8XE	1	31	19	0	34
GTEX-12WSL	1	79	46	0	74
GTEX-12KS4	0	16	9	0	12
GTEX-111YS	1	68	41	0	54
GTEX-13111	0	28	12	0	25
GTEX-144FL	2	42	24	0	33
GTEX-ZA64	1	63	40	0	53
GTEX-17JCI	0	16	8	0	17
GTEX-Y8LW	4	88	43	0	80
GTEX-12ZZX	1	18	12	0	14
GTEX-OIZF	1	18	11	0	16
GTEX-13D11	1	42	24	0	44
GTEX-15DZA	2	102	56	0	85
GTEX-14C39	2	46	32	0	54
GTEX-13CF3	1	64	30	0	65
GTEX-ZVT4	0	14	10	0	18
GTEX-12WSF	0	19	9	0	16
GTEX-1CB4I	1	35	24	0	35
GTEX-15DCD	1	24	15	0	28
GTEX-P4QT	1	34	25	0	38
GTEX-1B932	1	24	16	0	19
GTEX-1EX96	0	11	8	0	9
GTEX-TKQ2	0	23	15	0	22
GTEX-1S82U	3	57	42	0	58
GTEX-WL46	0	27	13	0	20
GTEX-12WSN	3	103	67	0	98
GTEX-PX3G	0	6	2	0	4
GTEX-13FHO	0	27	16	0	28
GTEX-1JKYR	0	26	17	0	29
GTEX-14BIM	0	46	23	0	44
GTEX-17F98	2	43	26	0	43
GTEX-Y5V6	2	41	23	0	38
GTEX-17F97	0	27	15	0	21
GTEX-13NZB	0	18	13	0	16
GTEX-13PVQ	0	20	11	0	23
GTEX-13O3P	0	36	25	0	33
GTEX-11GS4	0	10	6	0	14
GTEX-ZVT3	0	8	6	0	9
GTEX-OXRN	2	46	29	0	42
GTEX-1QP28	1	39	21	0	30
GTEX-XV7Q	0	34	20	0	38
