individual	chr2:174395817:174398275:cluster40962	chr2:174395817:174399922:cluster40962	chr2:174397404:174398275:cluster40962	chr2:174398442:174399922:cluster40962
GTEX-U3ZN	14	1	7	48
GTEX-13N1W	7	1	4	28
GTEX-ZWKS	9	0	3	20
GTEX-1R9K4	9	1	3	20
GTEX-YJ8O	11	0	5	26
GTEX-OOBK	5	1	2	10
GTEX-Y5LM	7	0	4	26
GTEX-17KNJ	3	0	1	7
GTEX-1A8FM	12	0	5	25
GTEX-V955	14	1	5	25
GTEX-1JN6P	10	0	4	32
GTEX-1IDJF	12	2	5	31
GTEX-1GN73	14	2	5	36
GTEX-13O21	6	0	2	11
GTEX-1RB15	7	0	2	21
GTEX-1314G	5	1	2	20
GTEX-ZE7O	2	0	1	5
GTEX-16GPK	12	1	6	30
GTEX-132Q8	1	0	0	4
GTEX-13112	7	0	4	23
GTEX-WOFL	6	0	2	12
GTEX-1GZ4I	10	2	5	29
GTEX-1PBJJ	10	0	4	22
GTEX-R55G	3	0	1	5
GTEX-1E2YA	5	0	2	12
GTEX-16XZY	8	1	3	23
GTEX-13X6H	5	0	3	11
GTEX-11GSP	5	1	3	13
GTEX-1F5PK	6	1	3	22
GTEX-1IDJE	15	1	3	39
GTEX-1R9PO	11	1	2	32
GTEX-ZAB4	7	0	3	17
GTEX-15ER7	33	1	19	107
GTEX-17HHE	19	1	4	36
GTEX-ZPCL	7	1	1	14
GTEX-RWSA	10	0	3	21
GTEX-1A8G6	14	0	8	41
GTEX-18465	9	1	4	35
GTEX-14PJ2	11	0	3	24
GTEX-1128S	6	0	1	10
GTEX-1QP66	19	2	11	61
GTEX-14PJ6	9	0	4	26
GTEX-1CB4E	6	0	3	23
GTEX-117XS	8	0	3	27
GTEX-U8XE	9	1	5	18
GTEX-1BAJH	15	2	4	31
GTEX-13QIC	5	0	1	10
GTEX-12KS4	6	1	3	19
GTEX-11I78	5	0	2	9
GTEX-1GN1U	7	0	2	19
GTEX-111YS	9	1	4	17
GTEX-13111	7	1	2	11
GTEX-13QJ3	13	2	6	34
GTEX-14JG1	13	0	7	39
GTEX-ZVE1	6	0	3	17
GTEX-11XUK	5	0	2	18
GTEX-13OVK	9	0	3	19
GTEX-13OVG	6	1	2	11
GTEX-YECK	10	1	2	16
GTEX-14E6E	9	1	3	19
GTEX-13D11	7	1	4	22
GTEX-15DZA	18	3	10	42
GTEX-ZGAY	18	0	5	40
GTEX-147GR	4	0	1	14
GTEX-11P81	8	0	2	15
GTEX-1F48J	7	0	4	20
GTEX-1R9JW	12	2	3	29
GTEX-1399S	3	0	2	12
GTEX-WWTW	2	0	1	9
GTEX-13X6K	7	0	3	15
GTEX-Q734	14	2	5	26
GTEX-1A8G7	16	1	8	38
GTEX-1B932	15	1	6	35
GTEX-14DAQ	14	1	7	51
GTEX-WL46	11	0	4	30
GTEX-1GF9V	9	0	3	26
GTEX-12WSN	7	1	2	13
GTEX-146FH	4	0	3	14
GTEX-YFC4	6	1	3	21
GTEX-14BIM	4	0	3	12
GTEX-XAJ8	10	1	2	19
GTEX-15UKP	5	0	3	18
GTEX-1CB4J	2	0	0	5
GTEX-Z9EW	6	0	1	15
GTEX-1QP67	10	0	4	26
GTEX-ZVT3	12	1	2	28
GTEX-1QP28	5	0	2	18
GTEX-13OW7	13	2	5	45
