individual	chr17:9505162:9545172:cluster5305	chr17:9505162:9568371:cluster5305	chr17:9557528:9568371:cluster5305
GTEX-1399S	60	6	70
GTEX-WWTW	116	6	114
GTEX-1B932	68	6	79
GTEX-QDVJ	55	3	64
GTEX-WFG7	36	3	40
GTEX-ZEX8	122	9	123
GTEX-WL46	101	7	94
GTEX-U3ZH	74	6	77
GTEX-1ICLY	41	4	42
GTEX-YFC4	72	4	76
GTEX-1JKYR	131	10	129
GTEX-1477Z	77	4	86
GTEX-17F98	66	4	64
GTEX-XAJ8	44	2	47
GTEX-ZF29	79	6	86
GTEX-13NZB	57	5	74
GTEX-PSDG	40	3	52
GTEX-ZVE2	80	6	89
GTEX-13O3P	52	3	54
GTEX-OXRN	153	9	168
