individual	chr1:228307082:228307259:cluster67783	chr1:228307110:228307259:cluster67783	chr1:228307167:228307259:cluster67783
GTEX-1S82Y	15	0	947
GTEX-1RB15	14	0	783
GTEX-13PVR	8	0	483
GTEX-1399U	18	0	985
GTEX-QDVN	7	0	364
GTEX-15CHR	9	0	456
GTEX-132Q8	5	0	360
GTEX-13112	5	0	370
GTEX-11TT1	8	0	605
GTEX-WHSB	21	0	1270
GTEX-ZAK1	9	0	467
GTEX-1GZ4I	4	0	173
GTEX-1E2YA	9	0	576
GTEX-13X6H	2	0	158
GTEX-11GSP	7	0	345
GTEX-12WSG	13	1	899
GTEX-1F5PK	5	0	338
GTEX-1A3MV	18	0	856
GTEX-133LE	11	0	572
GTEX-14PII	7	0	454
GTEX-15ER7	23	0	1399
GTEX-17HHE	13	0	832
GTEX-1LG7Z	17	0	901
GTEX-T6MN	5	0	323
GTEX-RN64	14	0	782
GTEX-1GZHY	10	0	621
GTEX-QVJO	3	0	143
GTEX-R55C	7	0	385
GTEX-OXRL	15	1	1109
GTEX-1445S	9	0	468
GTEX-ZVZP	12	0	636
GTEX-14LLW	8	0	576
GTEX-VUSG	11	0	633
GTEX-13QIC	5	0	295
GTEX-1GMR8	9	0	561
GTEX-1GPI6	6	0	394
GTEX-Z93S	14	0	674
GTEX-111YS	17	0	933
GTEX-ZYFD	6	0	362
GTEX-13OVK	6	0	280
GTEX-WRHU	15	0	900
GTEX-1JMQK	4	0	213
GTEX-15DZA	28	1	1948
GTEX-ZGAY	14	0	1035
GTEX-147GR	3	0	223
GTEX-1R9JW	16	0	998
GTEX-1399S	16	0	982
GTEX-WFG7	4	0	290
GTEX-1GF9V	9	0	534
GTEX-WFG8	11	0	519
GTEX-PX3G	4	0	319
GTEX-146FH	9	0	506
GTEX-RUSQ	7	0	338
GTEX-U3ZH	8	0	471
GTEX-1GTWX	10	0	693
GTEX-PW2O	3	0	192
GTEX-1QP67	6	0	445
GTEX-ZVT3	8	0	511
