individual	chr2:169906164:169914060:cluster67386	chr2:169906164:169923929:cluster67386	chr2:169914146:169923929:cluster67386
GTEX-QV44	194	0	190
GTEX-1JMQI	70	0	69
GTEX-11OF3	64	0	64
GTEX-ZV68	48	0	50
GTEX-1KWVE	99	0	105
GTEX-1M4P7	10	0	9
GTEX-17EVQ	43	0	48
GTEX-ZF3C	124	0	121
GTEX-Y111	78	0	75
GTEX-14BIL	86	0	84
GTEX-18A67	271	0	294
GTEX-1GMRU	126	0	123
GTEX-1A3MW	53	0	55
GTEX-Y3I4	47	0	49
GTEX-O5YT	105	0	104
GTEX-1AMFI	215	0	211
GTEX-11ZU8	78	0	74
GTEX-1LVA9	55	0	52
GTEX-15D79	58	0	65
GTEX-13OVH	79	0	78
GTEX-U3ZN	202	0	196
GTEX-11ZTS	45	0	42
GTEX-145MO	133	0	131
GTEX-13N1W	75	0	71
GTEX-Q2AG	32	0	33
GTEX-1F7RK	33	0	37
GTEX-YJ8O	35	0	36
GTEX-Y5LM	12	0	14
GTEX-QDT8	44	0	45
GTEX-1A8FM	70	0	69
GTEX-ZT9X	111	0	115
GTEX-P4PQ	39	0	36
GTEX-1AMEY	93	0	91
GTEX-183WM	10	0	12
GTEX-11LCK	55	0	61
GTEX-OXRP	32	0	36
GTEX-1S82Y	135	0	136
GTEX-15CHC	41	0	40
GTEX-13PVR	85	0	90
GTEX-1314G	62	0	60
GTEX-PLZ6	38	0	41
GTEX-16GPK	79	0	79
GTEX-11TT1	31	0	34
GTEX-WOFL	27	0	26
GTEX-ZAK1	60	0	58
GTEX-1PBJJ	61	0	61
GTEX-1F52S	92	0	100
GTEX-144GM	103	0	113
GTEX-X5EB	76	0	74
GTEX-16XZZ	107	0	114
GTEX-ZAB4	55	0	52
GTEX-O5YV	58	0	60
GTEX-14PII	57	0	60
GTEX-15ER7	261	0	272
GTEX-T8EM	209	0	210
GTEX-ZPCL	98	0	103
GTEX-WOFM	56	0	59
GTEX-1R7EU	114	0	121
GTEX-13VXU	78	0	77
GTEX-15SHV	114	0	116
GTEX-13PLJ	9	0	11
GTEX-18465	79	0	77
GTEX-1GZHY	86	0	91
GTEX-147JS	51	0	50
GTEX-13RTJ	35	0	36
GTEX-14PJ6	120	0	126
GTEX-1EH9U	36	0	34
GTEX-1445S	101	0	99
GTEX-15SKB	99	0	96
GTEX-U8XE	52	0	54
GTEX-ZVZP	119	0	114
GTEX-VUSG	120	0	132
GTEX-13QIC	17	0	20
GTEX-11ZTT	71	0	74
GTEX-12WSL	106	0	109
GTEX-11I78	119	0	126
GTEX-1GN1U	91	0	92
GTEX-14PK6	117	0	129
GTEX-ZYFD	22	0	24
GTEX-14JG1	69	0	67
GTEX-11XUK	63	0	65
GTEX-1JJ6O	178	0	191
GTEX-YECK	11	0	11
GTEX-WHSE	48	0	50
GTEX-1F88F	22	0	21
GTEX-1JMQK	30	0	32
GTEX-ZZPU	156	0	166
GTEX-14E6E	120	0	121
GTEX-ZP4G	101	0	103
GTEX-15DZA	137	0	132
GTEX-1B8SF	75	0	73
GTEX-17EVP	63	0	59
GTEX-147GR	12	0	13
GTEX-11P81	68	0	66
GTEX-1F48J	132	0	133
GTEX-ZVT4	48	0	48
GTEX-12584	71	0	68
GTEX-15DCD	79	0	82
GTEX-16NPV	9	0	10
GTEX-SE5C	75	0	76
GTEX-11O72	54	0	53
GTEX-P4QT	167	0	170
GTEX-13X6K	68	0	64
GTEX-RM2N	185	0	180
GTEX-WFG7	89	0	94
GTEX-15RIE	187	0	186
GTEX-1RAZQ	112	0	123
GTEX-146FH	48	0	47
GTEX-1ICLY	25	0	28
GTEX-PW2O	30	0	28
GTEX-15UKP	36	0	36
GTEX-17HHY	100	0	106
GTEX-1QP67	54	0	58
GTEX-S95S	25	0	28
GTEX-13OW7	95	0	91
