individual	chr11:74006379:74006917:cluster66020	chr11:74006379:74006929:cluster66020	chr11:74006379:74008978:cluster66020	chr11:74006933:74008978:cluster66020	chr11:74007137:74008978:cluster66020
GTEX-1EWIQ	140	0	0	0	120
GTEX-Y5LM	1133	2	0	0	865
GTEX-17KNJ	285	0	0	0	216
GTEX-QDT8	225	0	0	0	170
GTEX-V955	458	0	0	0	361
GTEX-ZT9X	924	2	0	1	738
GTEX-1AMEY	831	0	0	1	658
GTEX-183WM	212	0	0	0	161
GTEX-11LCK	361	0	0	1	283
GTEX-XBEC	355	0	0	1	264
GTEX-15CHC	246	0	0	1	186
GTEX-ZTPG	543	1	0	0	419
GTEX-1399U	627	0	0	2	476
GTEX-QDVN	274	0	0	0	226
GTEX-13SLW	129	0	0	0	92
GTEX-16GPK	93	0	0	0	74
GTEX-1PIEJ	2527	7	2	7	1971
GTEX-15CHR	318	0	0	1	254
GTEX-132Q8	552	0	0	2	400
GTEX-11TT1	38	0	0	0	28
GTEX-18A7A	108	0	0	0	90
GTEX-1RQED	243	0	0	0	188
GTEX-1GZ4I	577	0	0	2	437
GTEX-1QP2A	487	1	0	2	404
GTEX-11GSP	51	0	0	0	36
GTEX-1A3MV	525	0	0	3	413
GTEX-144GM	603	2	0	2	500
GTEX-14PJ5	1075	3	0	3	795
GTEX-1K2DU	1612	0	1	4	1250
GTEX-13OW6	89	0	0	0	68
GTEX-17HHE	761	3	0	2	602
GTEX-ZPCL	674	1	0	3	519
GTEX-WOFM	1015	0	0	5	818
GTEX-1LG7Z	824	0	0	3	604
GTEX-RWSA	297	0	0	0	230
GTEX-1A8G6	29	0	0	0	18
GTEX-T6MN	50	0	0	0	44
GTEX-15SHV	552	1	0	1	428
GTEX-13PLJ	15	0	0	0	14
GTEX-14PJ2	683	1	0	4	525
GTEX-RN64	144	0	0	0	121
GTEX-1GZHY	229	0	0	0	166
GTEX-QCQG	363	1	0	1	266
GTEX-144GL	182	0	0	0	146
GTEX-13RTJ	528	0	0	2	408
GTEX-14PJ6	1071	2	0	3	848
GTEX-1CB4E	200	0	0	1	147
GTEX-OXRL	274	1	0	0	220
GTEX-117XS	66	0	0	0	48
GTEX-1BAJH	146	0	0	1	113
GTEX-WY7C	1683	3	0	1	1342
GTEX-14LLW	1435	4	0	6	1062
GTEX-VUSG	1340	0	0	3	1030
GTEX-13QIC	175	0	0	0	126
GTEX-12WSL	1035	0	0	5	829
GTEX-1GN1U	286	0	0	0	216
GTEX-X4EO	272	0	0	0	223
GTEX-13111	277	0	0	1	233
GTEX-139TS	313	0	0	2	251
GTEX-1CAMQ	263	0	0	0	203
GTEX-XMD2	14	0	0	0	10
GTEX-144FL	499	1	0	1	394
GTEX-1B8L1	78	0	0	0	56
GTEX-13QJ3	553	1	0	1	419
GTEX-ZYFD	121	0	0	0	95
GTEX-ZVE1	1193	4	0	5	972
GTEX-17JCI	238	0	0	0	181
GTEX-11XUK	126	0	0	0	109
GTEX-13OVK	447	1	0	0	366
GTEX-Y8LW	280	0	0	1	217
GTEX-13OVG	267	0	0	1	205
GTEX-1F88F	65	0	0	0	51
GTEX-1LG7Y	2640	1	2	8	1998
GTEX-14XAO	191	0	0	0	145
GTEX-1GN2E	134	0	0	0	113
GTEX-ZZPU	896	1	0	1	734
GTEX-1B8SF	110	0	0	0	89
GTEX-17EVP	461	0	0	0	368
GTEX-11P81	671	2	0	2	537
GTEX-1F48J	634	0	0	3	511
GTEX-12WSF	471	0	0	1	338
GTEX-12584	369	0	0	1	269
GTEX-15DCD	249	0	0	0	192
GTEX-P4QT	1591	1	1	7	1301
GTEX-13X6K	115	0	0	0	92
GTEX-1A8G7	209	0	0	1	163
GTEX-1EX96	98	0	0	0	88
GTEX-RM2N	696	2	0	1	540
GTEX-ZEX8	1209	3	0	3	970
GTEX-15RIE	1207	2	0	5	961
GTEX-RUSQ	135	0	0	0	108
GTEX-U3ZH	137	0	0	0	103
GTEX-YFC4	266	0	0	1	221
GTEX-Q2AI	34	0	0	0	23
GTEX-1477Z	335	0	0	1	240
GTEX-Y5V6	717	0	0	1	590
GTEX-VJWN	197	0	0	0	164
GTEX-PSDG	585	1	0	1	453
GTEX-ZVE2	511	1	0	1	401
GTEX-OXRN	592	0	0	2	483
