individual	chr19:1242609:1244097:cluster9827	chr19:1242609:1244118:cluster9827	chr19:1244185:1244315:cluster9827	chr19:1244185:1244319:cluster9827
GTEX-1F75A	2392	0	2792	7
GTEX-14LZ3	1508	0	1853	5
GTEX-139UW	3308	0	3949	6
GTEX-146FQ	2441	0	2817	5
GTEX-13U4I	971	0	1165	1
GTEX-WYJK	1682	0	2053	4
GTEX-R3RS	1487	0	1836	4
GTEX-11GSO	1330	0	1536	5
GTEX-WRHK	1430	0	1644	3
GTEX-13FTW	1336	0	1536	4
GTEX-17HII	890	0	1069	1
GTEX-15G1A	1285	0	1493	5
GTEX-1C6VR	1785	0	2082	6
GTEX-17EVQ	2664	0	3223	8
GTEX-14BIL	2413	0	2927	9
GTEX-18A67	2139	0	2462	5
GTEX-1GMRU	2310	0	2672	5
GTEX-1A3MW	1066	0	1233	3
GTEX-YEC3	1579	0	1888	2
GTEX-1269C	1943	0	2310	8
GTEX-1AMFI	1280	0	1573	3
GTEX-1R9PM	1763	0	2072	2
GTEX-18D9U	1646	0	2017	6
GTEX-1RAZA	1620	0	2003	4
GTEX-11ZTS	1539	0	1773	4
GTEX-WYVS	1699	0	2012	4
GTEX-13N1W	1930	0	2215	6
GTEX-111VG	2468	0	2896	4
GTEX-1F7RK	2419	0	2919	5
GTEX-1R9K4	4081	0	4917	8
GTEX-OOBK	1141	0	1317	3
GTEX-1QEPI	2595	0	3114	6
GTEX-ZC5H	743	0	845	3
GTEX-11EI6	1032	0	1238	3
GTEX-QDT8	2438	0	2884	8
GTEX-P4PQ	2019	0	2354	7
GTEX-OXRP	543	0	611	2
GTEX-14E6D	2183	0	2569	7
GTEX-1QAET	975	0	1203	2
GTEX-15CHC	2571	0	3076	6
GTEX-1QCLZ	1587	0	1852	3
GTEX-1314G	1477	0	1732	3
GTEX-ZE7O	2860	0	3491	7
GTEX-1PDJ9	2221	0	2675	7
GTEX-16GPK	1819	0	2117	3
GTEX-WHSB	2733	0	3127	6
GTEX-WOFL	1541	0	1850	2
GTEX-R55G	1309	0	1506	2
GTEX-1E2YA	1242	0	1453	2
GTEX-16XZY	574	0	663	1
GTEX-1F52S	1260	0	1452	2
GTEX-12WSJ	1768	0	2069	4
GTEX-1A3MV	2152	0	2602	6
GTEX-1IDJE	1326	0	1576	5
GTEX-144GM	1506	0	1854	4
GTEX-1LVAM	2637	0	3040	9
GTEX-133LE	1195	0	1385	2
GTEX-1K2DU	1790	0	2182	4
GTEX-O5YV	934	0	1117	3
GTEX-14PII	1457	0	1785	3
GTEX-ZPCL	1506	0	1742	3
GTEX-1C4CL	995	0	1166	2
GTEX-14PN4	1003	0	1206	3
GTEX-WFON	2436	0	2905	6
GTEX-14PJ2	620	0	716	2
GTEX-1QP66	1615	0	1834	4
GTEX-1GZHY	2270	0	2668	4
GTEX-QCQG	1992	0	2442	6
GTEX-14PJ6	1187	0	1385	2
GTEX-1GF9U	3430	0	4145	5
GTEX-14PJM	1705	0	2069	5
GTEX-117XS	2144	0	2582	5
GTEX-1B8KZ	1299	0	1550	4
GTEX-1445S	1358	0	1652	3
GTEX-1MA7W	2845	1	3425	10
GTEX-15SKB	1370	0	1691	3
GTEX-WY7C	2980	0	3601	9
GTEX-VUSG	890	0	1087	2
GTEX-12KS4	1278	0	1474	4
GTEX-1GPI6	2111	0	2464	5
GTEX-1B8L1	1148	0	1378	2
GTEX-ZA64	1090	0	1293	3
GTEX-1PIIG	2702	0	3143	8
GTEX-17JCI	2592	0	3129	5
GTEX-11XUK	1633	0	1912	4
GTEX-13OVG	1897	0	2204	4
GTEX-12ZZX	1308	0	1498	3
GTEX-YECK	3607	0	4364	9
GTEX-WHSE	2187	0	2614	4
GTEX-1LG7Y	3465	0	4100	7
GTEX-12WSA	2064	0	2495	5
GTEX-OIZF	1060	0	1316	3
GTEX-14XAO	2633	0	3092	9
GTEX-14E6E	2345	0	2818	5
GTEX-ZP4G	1556	0	1760	4
GTEX-15DZA	1403	0	1704	5
GTEX-12584	1324	0	1600	2
GTEX-1CB4I	1336	0	1620	2
GTEX-16NPV	1329	0	1604	2
GTEX-1A8G7	1122	0	1303	4
GTEX-14DAQ	2363	0	2744	7
GTEX-ZEX8	2372	0	2871	5
GTEX-1RAZQ	2125	0	2567	8
GTEX-WFG8	624	0	704	2
GTEX-1JKYR	1839	0	2092	5
GTEX-14BIM	2819	0	3289	8
GTEX-111CU	1245	0	1481	2
GTEX-PSDG	1075	0	1286	2
GTEX-13PVQ	1808	0	2110	3
GTEX-ZVT3	1670	0	1988	2
GTEX-OXRN	1877	0	2193	5
GTEX-S95S	1218	0	1456	4
GTEX-XV7Q	2046	0	2494	6
GTEX-13OW7	2593	0	2983	7
