individual	chr8:30607150:30612299:cluster25994	chr8:30607150:30614608:cluster25994	chr8:30612481:30613326:cluster25994	chr8:30612481:30614608:cluster25994
GTEX-147GR	8	0	0	8
GTEX-11P81	13	0	0	10
GTEX-13CF3	29	0	1	26
GTEX-1F48J	21	0	0	18
GTEX-12584	20	0	0	17
GTEX-QESD	4	0	0	4
GTEX-1B932	29	0	1	26
GTEX-1RAZQ	18	0	1	21
GTEX-PX3G	10	0	0	9
GTEX-1JKYR	27	0	2	26
GTEX-1GTWX	14	0	1	14
GTEX-111CU	38	0	2	37
GTEX-1CB4J	22	0	0	19
GTEX-ZVE2	22	0	1	25
GTEX-13PVQ	5	0	0	4
GTEX-13O3P	19	0	1	20
GTEX-11GS4	10	0	0	10
GTEX-ZVT3	7	0	0	5
GTEX-1QP28	19	0	0	17
