individual	chr12:14882280:14882972:cluster30334	chr12:14882280:14884213:cluster30334	chr12:14883047:14884213:cluster30334	chr12:14884245:14885731:cluster30334	chr12:14884245:14885750:cluster30334
GTEX-18A6Q	508	2	350	359	0
GTEX-13FTZ	849	2	616	654	1
GTEX-17EUY	422	0	303	320	0
GTEX-1LGOU	542	1	387	440	1
GTEX-1I4MK	518	2	354	412	0
GTEX-1MCYP	656	3	460	510	0
GTEX-1PPH7	440	1	302	314	1
GTEX-1212Z	279	2	202	224	0
GTEX-WK11	447	1	323	341	0
GTEX-1GPI7	251	1	178	207	0
GTEX-Y8DK	378	1	308	314	0
GTEX-1211K	425	0	325	335	0
GTEX-W5WG	341	1	246	254	0
GTEX-PLZ5	134	0	102	91	0
GTEX-13O3O	435	1	326	340	1
GTEX-1K2DA	918	5	731	737	0
GTEX-1LH75	254	2	186	191	0
GTEX-T5JC	458	0	349	344	0
GTEX-ZV6S	489	4	363	363	0
GTEX-1399T	333	2	247	267	0
GTEX-1QP9N	154	0	100	108	0
GTEX-11ZUS	206	1	148	149	0
GTEX-1B97J	424	1	304	344	1
GTEX-13O3Q	249	2	189	211	0
GTEX-13U4I	715	1	515	547	0
GTEX-13G51	446	3	310	347	0
GTEX-ZDTS	387	1	303	289	1
GTEX-PLZ4	134	0	105	108	0
GTEX-11GSO	304	0	229	232	0
GTEX-1FIGZ	277	0	203	224	0
GTEX-OXRK	262	1	196	213	0
GTEX-WRHK	631	1	469	479	0
GTEX-1E1VI	399	0	295	319	0
GTEX-15G1A	652	3	445	493	2
GTEX-1JMQI	625	3	475	452	0
GTEX-1R46S	751	2	599	592	2
GTEX-ZV68	215	0	154	175	0
GTEX-1KWVE	519	0	356	389	0
GTEX-17EVQ	5711	29	4203	4721	6
GTEX-ZF3C	475	0	353	361	0
GTEX-PWCY	191	0	145	159	0
GTEX-Y111	485	0	366	375	0
GTEX-1GMRU	592	2	445	495	0
GTEX-1A3MW	338	0	239	258	0
GTEX-1269C	233	2	170	179	0
GTEX-O5YT	282	1	198	191	0
GTEX-11ZU8	1507	4	1172	1122	2
GTEX-S32W	236	0	163	165	0
GTEX-1R9PM	435	0	298	316	0
GTEX-1LVA9	477	3	348	372	0
GTEX-1MUQO	232	0	171	172	0
GTEX-1EU9M	1472	2	1099	1218	2
GTEX-11ZTS	253	1	195	195	0
GTEX-16BQI	256	2	167	185	0
GTEX-13N1W	382	3	279	304	0
GTEX-111VG	524	0	386	407	0
GTEX-1F6IF	1061	7	740	844	0
GTEX-ZWKS	498	3	349	355	0
GTEX-1AX9J	253	0	188	191	0
GTEX-1R9K4	1117	4	802	901	1
GTEX-OOBK	137	0	106	100	0
GTEX-15CHQ	1482	3	1101	1112	3
GTEX-1LVAO	3933	17	3170	3098	5
GTEX-17KNJ	318	0	215	236	0
GTEX-15RIF	650	2	464	492	1
GTEX-XPVG	492	2	341	359	0
GTEX-1JN6P	267	0	181	196	0
GTEX-P4PQ	667	1	486	504	0
GTEX-RTLS	482	2	373	364	0
GTEX-18A66	202	2	145	148	0
GTEX-1QAET	216	1	143	171	0
GTEX-15CHC	204	0	154	169	0
GTEX-13PVR	303	0	227	233	0
GTEX-1314G	423	1	310	323	0
GTEX-1PDJ9	535	0	392	418	0
GTEX-13SLW	1376	2	1019	1024	1
GTEX-1PIEJ	394	0	286	290	0
GTEX-15CHR	314	0	216	228	0
GTEX-132Q8	897	3	607	653	1
GTEX-11TT1	68	0	54	63	0
GTEX-18A7A	306	1	215	222	0
GTEX-1RQED	991	4	716	752	3
GTEX-13OW8	472	1	374	392	0
GTEX-1QP2A	240	0	175	188	0
GTEX-145MH	358	1	240	248	1
GTEX-16XZY	534	1	362	393	0
GTEX-12WSG	531	3	369	387	0
GTEX-N7MS	844	2	598	641	2
GTEX-1LVAM	422	2	301	329	0
GTEX-1R9PO	742	1	532	554	1
GTEX-X5EB	116	1	82	76	0
GTEX-16XZZ	1537	3	1086	1186	3
GTEX-15ER7	1028	2	746	749	1
GTEX-17HHE	166	0	114	135	0
GTEX-1LG7Z	1835	4	1313	1284	2
GTEX-14PN4	530	3	397	411	0
GTEX-T6MN	164	0	110	126	0
GTEX-13PLJ	429	2	321	309	1
GTEX-14PJ2	263	0	209	209	0
GTEX-1GZHY	476	2	330	388	0
GTEX-15SB6	268	2	209	211	1
GTEX-QCQG	236	0	176	180	0
GTEX-144GL	517	2	352	378	0
GTEX-1GF9U	1052	4	741	788	0
GTEX-11NSD	179	1	137	151	0
GTEX-1B8KZ	735	1	585	595	1
GTEX-ZVZP	309	2	208	246	0
GTEX-WY7C	305	1	219	215	0
GTEX-VUSG	999	4	745	813	0
GTEX-13QIC	833	4	606	632	3
GTEX-12WSL	288	0	196	213	0
GTEX-12KS4	423	1	297	292	0
GTEX-1GPI6	321	2	217	222	0
GTEX-13111	175	1	143	146	0
GTEX-14PK6	142	0	117	121	0
GTEX-144FL	1760	4	1261	1450	3
GTEX-ZYFD	183	0	119	137	0
GTEX-14JG1	220	1	152	165	0
GTEX-ZA64	328	1	249	242	0
GTEX-1PIIG	361	2	250	245	0
GTEX-11XUK	529	0	399	425	0
GTEX-WRHU	1934	11	1422	1395	0
GTEX-Y8LW	684	4	471	542	1
GTEX-YECK	984	2	721	728	1
GTEX-1GN2E	434	2	317	354	0
GTEX-ZZPU	720	1	530	572	0
GTEX-15DZA	380	1	256	282	0
GTEX-ZGAY	349	1	242	273	0
GTEX-17EVP	172	1	117	117	0
GTEX-1F48J	588	3	425	483	0
GTEX-ZVT4	724	2	529	542	0
GTEX-12WSF	764	4	600	588	0
GTEX-1399S	362	2	233	270	0
GTEX-11O72	961	2	717	782	2
GTEX-13X6K	1111	2	845	863	3
GTEX-1B932	211	0	164	158	0
GTEX-QDVJ	137	1	90	108	0
GTEX-ZEX8	808	5	565	642	2
GTEX-WL46	767	4	591	564	0
GTEX-15RIE	297	1	201	211	0
GTEX-1GF9V	359	2	258	276	0
GTEX-PX3G	149	0	118	114	0
GTEX-1JKYR	437	2	323	337	0
GTEX-17F98	156	0	113	110	0
GTEX-PW2O	80	0	49	60	0
GTEX-XAJ8	237	1	157	161	0
GTEX-15UKP	232	1	156	160	0
GTEX-PSDG	394	1	271	322	0
GTEX-11GS4	149	0	115	111	0
GTEX-ZVT3	168	0	127	137	0
GTEX-1QP28	392	2	283	311	0
GTEX-13OW7	554	2	423	467	0
