individual	chr3:81642990:81646392:cluster19163	chr3:81642990:81648856:cluster19163	chr3:81642990:81649796:cluster19163	chr3:81646482:81648856:cluster19163	chr3:81646482:81649796:cluster19163	chr3:81646504:81648856:cluster19163	chr3:81648991:81649796:cluster19163
GTEX-1GMR3	228	3	0	206	0	5	208
GTEX-OIZI	535	11	0	471	0	2	517
GTEX-XUZC	687	24	0	701	0	11	622
GTEX-18A7B	214	8	0	220	0	4	236
GTEX-XBEW	779	9	0	683	0	8	673
GTEX-1S83E	778	14	0	652	0	10	632
GTEX-ZDYS	284	2	0	252	0	3	249
GTEX-1NUQO	663	27	0	634	0	12	618
GTEX-OHPN	153	7	0	153	0	3	150
GTEX-1GF9W	411	8	0	389	0	8	354
GTEX-18A6Q	203	4	0	185	0	2	163
GTEX-13FTZ	176	2	0	168	0	1	177
GTEX-17EUY	265	10	0	267	0	2	231
GTEX-1LGOU	358	7	0	341	0	9	343
GTEX-1I4MK	583	15	0	472	0	3	521
GTEX-1MCYP	423	14	0	407	0	7	442
GTEX-16NPX	173	8	0	164	0	3	165
GTEX-15ETS	1059	18	0	965	0	7	914
GTEX-1PPH7	206	5	0	188	0	2	205
GTEX-1212Z	101	1	0	99	0	2	105
GTEX-1RAZR	609	11	0	540	0	5	526
GTEX-OHPL	225	4	0	202	0	3	182
GTEX-TSE9	311	15	0	304	0	6	273
GTEX-ZYFG	557	12	0	460	0	5	476
GTEX-TMMY	665	24	0	537	0	6	558
GTEX-13O3O	110	2	0	100	0	0	111
GTEX-1K2DA	1952	39	0	1889	0	6	1798
GTEX-18D9A	623	20	0	587	0	5	603
GTEX-WEY5	794	25	0	781	0	4	709
GTEX-1B97J	542	11	0	519	0	2	518
GTEX-P44G	116	3	0	91	0	1	110
GTEX-14LZ3	177	5	0	154	0	0	178
GTEX-146FQ	167	4	0	126	0	1	138
GTEX-XGQ4	166	3	0	149	0	0	144
GTEX-WYJK	322	10	0	302	0	8	322
GTEX-R3RS	129	4	0	138	0	3	139
GTEX-1B97I	437	9	0	434	0	5	377
GTEX-1IDFM	185	5	0	165	0	3	181
GTEX-17GQL	374	12	0	366	0	3	406
GTEX-1FIGZ	290	13	0	282	0	2	257
GTEX-OXRK	352	5	0	314	0	2	291
GTEX-15RIG	741	22	0	707	0	15	625
GTEX-17HII	87	5	0	90	0	2	85
GTEX-17HGU	124	3	0	132	0	1	124
GTEX-1JMQI	391	8	0	317	0	5	354
GTEX-11OF3	113	2	0	96	0	2	86
GTEX-1KWVE	161	4	0	153	0	1	152
GTEX-1CB4F	244	5	0	213	0	4	203
GTEX-18A67	402	13	0	385	0	2	383
GTEX-OIZH	433	20	0	417	0	6	396
GTEX-YEC3	563	14	0	511	0	5	511
GTEX-Y3I4	105	4	0	92	0	1	85
GTEX-11ZU8	178	5	0	148	0	1	134
GTEX-1R9PM	165	3	0	162	0	2	148
GTEX-1LVA9	120	2	0	124	0	1	119
GTEX-1LSNM	710	25	0	698	0	9	725
GTEX-1MUQO	1184	29	0	1033	0	13	1096
GTEX-15D79	203	3	0	176	0	1	169
GTEX-1EU9M	157	3	0	139	0	1	149
GTEX-U3ZN	1496	33	1	1351	0	8	1232
GTEX-16BQI	646	8	0	572	0	7	628
GTEX-117YW	121	2	0	101	0	1	95
GTEX-16MT8	280	12	0	257	0	8	268
GTEX-111VG	108	5	0	93	0	0	98
GTEX-Q2AG	35	0	0	35	0	0	36
GTEX-1AX9J	294	7	0	283	0	2	299
GTEX-YJ8O	71	1	0	59	0	0	67
GTEX-1A8FM	121	1	0	99	0	2	100
GTEX-15RIF	773	30	0	685	0	12	785
GTEX-1M5QR	648	18	0	584	0	5	571
GTEX-V955	890	32	0	762	0	20	807
GTEX-1JN6P	138	4	0	132	0	3	112
GTEX-ZT9X	374	10	0	331	0	4	318
GTEX-1AMEY	588	27	0	562	0	8	580
GTEX-1IDJF	424	5	0	389	0	5	404
GTEX-183WM	80	3	0	68	0	0	67
GTEX-11LCK	252	10	0	238	0	2	206
GTEX-1S82Y	213	11	0	199	0	2	192
GTEX-1QAET	365	12	0	385	0	3	355
GTEX-13O21	530	20	0	523	0	6	480
GTEX-YB5K	327	4	0	272	0	3	285
GTEX-QDVN	70	3	0	70	0	0	62
GTEX-16GPK	127	1	0	101	0	1	103
GTEX-1PIEJ	1089	23	0	962	0	5	1054
GTEX-15CHR	352	9	0	298	0	3	335
GTEX-WHSB	698	11	0	624	0	7	614
GTEX-ZAK1	75	1	0	66	0	0	68
GTEX-1GZ4I	174	4	0	158	0	3	173
GTEX-1PBJJ	401	9	0	400	0	8	355
GTEX-13OW8	83	3	0	75	0	1	86
GTEX-16XZY	182	5	0	178	0	1	155
GTEX-OIZG	337	9	0	300	0	1	307
GTEX-12WSG	105	3	0	98	0	0	111
GTEX-1F5PK	242	9	0	234	0	3	265
GTEX-12WSJ	317	8	0	271	0	3	277
GTEX-1IDJE	595	19	0	538	0	8	534
GTEX-1LVAM	532	6	0	523	0	9	490
GTEX-133LE	525	12	0	461	0	7	479
GTEX-1R9PO	396	13	0	378	0	9	346
GTEX-X5EB	97	3	0	87	0	1	91
GTEX-O5YV	234	5	0	189	0	4	203
GTEX-14PII	113	6	0	106	0	1	101
GTEX-T8EM	1544	55	0	1370	0	15	1364
GTEX-1R7EU	261	9	0	216	0	5	218
GTEX-14PN4	80	3	0	62	0	0	64
GTEX-SNMC	1068	25	0	1032	0	18	876
GTEX-15SHV	276	8	0	209	0	3	213
GTEX-14PJ2	335	9	0	323	0	2	329
GTEX-1JN1M	310	9	0	272	0	3	237
GTEX-QVJO	207	4	0	183	0	2	202
GTEX-147JS	68	3	0	67	0	0	68
GTEX-144GL	89	0	0	84	0	1	87
GTEX-1CB4E	197	2	0	183	0	1	178
GTEX-11NSD	327	13	0	317	0	3	332
GTEX-1MA7W	434	6	0	410	0	11	393
GTEX-15SKB	270	4	0	240	0	6	233
GTEX-ZVZP	276	10	0	240	0	4	234
GTEX-WY7C	632	17	0	627	0	8	632
GTEX-VUSG	92	4	0	92	0	1	95
GTEX-13QIC	48	1	0	37	0	0	48
GTEX-12WSL	230	8	0	200	0	2	197
GTEX-139TS	118	3	0	111	0	2	97
GTEX-13QJ3	214	6	0	165	0	3	198
GTEX-14JG1	132	2	0	123	0	1	124
GTEX-ZA64	305	11	0	282	0	4	299
GTEX-11XUK	266	6	0	241	0	4	216
GTEX-13OVK	301	10	0	268	0	3	284
GTEX-Y8LW	226	4	0	191	0	5	209
GTEX-WHSE	104	5	0	85	0	1	103
GTEX-1GN2E	80	2	0	78	0	0	76
GTEX-147GR	38	0	0	32	0	0	28
GTEX-11P81	222	4	0	225	0	4	195
GTEX-12WSF	69	2	0	67	0	0	73
GTEX-SE5C	619	17	0	636	0	3	579
GTEX-1399S	178	3	0	166	0	3	192
GTEX-P4QT	387	13	1	392	0	5	392
GTEX-Q734	165	4	0	140	0	1	138
GTEX-1B932	391	6	0	361	0	2	376
GTEX-RM2N	504	14	0	451	0	12	440
GTEX-WFG7	294	9	0	298	0	1	304
GTEX-ZEX8	607	28	0	549	0	10	604
GTEX-1RAZQ	740	22	0	675	0	8	655
GTEX-12WSN	143	1	0	125	0	2	130
GTEX-13FHO	59	2	0	46	0	1	60
GTEX-1ICLY	151	3	0	147	0	4	137
GTEX-YFC4	56	0	0	59	0	1	50
GTEX-Y5V6	264	5	0	238	0	1	259
GTEX-PW2O	52	0	0	45	0	0	50
GTEX-XAJ8	222	5	0	235	0	3	222
GTEX-ZF29	406	13	0	335	0	6	352
GTEX-PSDG	184	8	0	174	0	5	175
GTEX-13PVQ	75	3	0	72	0	0	72
GTEX-17HHY	157	5	0	154	0	2	144
GTEX-Z9EW	356	5	0	320	0	6	361
GTEX-1QP67	341	9	0	308	0	6	305
GTEX-1QP28	434	15	0	388	0	5	416
GTEX-13OW7	135	2	0	116	0	2	131
