individual	chr8:30689319:30692969:cluster55574	chr8:30689319:30696380:cluster55574	chr8:30693055:30696380:cluster55574
GTEX-1P4AB	49	0	52
GTEX-11UD2	32	0	33
GTEX-1KWVE	48	0	50
GTEX-1M4P7	20	0	22
GTEX-ZF3C	105	0	108
GTEX-PWCY	52	0	57
GTEX-Y111	39	0	39
GTEX-1GMRU	72	0	67
GTEX-X261	53	0	62
GTEX-13FH7	42	0	50
GTEX-OIZH	80	0	78
GTEX-YEC3	122	0	137
GTEX-1269C	37	0	34
GTEX-11ZU8	56	0	58
GTEX-S32W	34	0	31
GTEX-18D9U	209	0	225
GTEX-1LVA9	38	0	35
GTEX-1LSNM	263	1	252
GTEX-1RAZA	83	0	81
GTEX-13OVH	97	0	94
GTEX-U3ZN	309	0	305
GTEX-16BQI	121	0	117
GTEX-1F6IF	88	0	92
GTEX-ZWKS	58	0	64
GTEX-Q2AG	14	0	15
GTEX-1R9K4	56	0	56
GTEX-OOBK	44	0	46
GTEX-1QEPI	97	0	99
GTEX-ZC5H	58	0	57
GTEX-1LVAO	41	0	37
GTEX-Y5LM	144	0	150
GTEX-17KNJ	85	0	96
GTEX-QDT8	72	0	78
GTEX-1M5QR	155	1	154
GTEX-XPVG	89	0	94
GTEX-ZT9X	192	0	206
GTEX-1AMEY	72	0	68
GTEX-1IDJF	194	0	211
GTEX-183WM	49	0	51
GTEX-OXRP	23	0	25
GTEX-14E6D	69	0	74
GTEX-18A66	99	0	103
GTEX-13O21	113	0	123
GTEX-1QCLZ	43	0	50
GTEX-1RB15	41	0	47
GTEX-13PVR	27	0	32
GTEX-PLZ6	42	0	45
GTEX-13112	29	0	34
GTEX-WHSB	295	0	316
GTEX-WOFL	61	0	70
GTEX-1GZ4I	70	0	78
GTEX-1PBJJ	104	0	106
GTEX-13OW8	42	0	44
GTEX-145MH	39	0	36
GTEX-1E2YA	50	0	48
GTEX-16XZY	62	0	62
GTEX-13X6H	84	0	96
GTEX-OIZG	143	0	143
GTEX-12WSG	38	0	42
GTEX-1A3MV	85	0	92
GTEX-14PJ5	53	0	61
GTEX-X5EB	25	0	26
GTEX-1K2DU	353	0	367
GTEX-ZAB4	60	0	58
GTEX-ZPCL	54	0	56
GTEX-WOFM	99	0	100
GTEX-1LG7Z	148	0	144
GTEX-RWSA	34	0	35
GTEX-1R7EU	110	0	114
GTEX-1A8G6	47	0	49
GTEX-15SHV	42	0	45
GTEX-13PLJ	14	0	12
GTEX-1JN1M	45	0	46
GTEX-144GL	42	0	46
GTEX-R55C	13	0	15
GTEX-U8XE	51	0	49
GTEX-11ONC	47	0	45
GTEX-VUSG	94	0	107
GTEX-13QIC	15	0	15
GTEX-12WSL	73	0	76
GTEX-12KS4	43	0	40
GTEX-11I78	97	0	99
GTEX-14H4A	64	0	72
GTEX-139TS	42	0	42
GTEX-14PK6	44	0	46
GTEX-144FL	84	0	95
GTEX-13QJ3	53	0	62
GTEX-ZYFD	19	0	22
GTEX-1PIIG	63	0	65
GTEX-ZVE1	41	0	43
GTEX-17JCI	43	0	42
GTEX-REY6	28	0	31
GTEX-13OVK	88	0	84
GTEX-WRHU	72	0	81
GTEX-1LG7Y	52	0	56
GTEX-12WSA	64	0	67
GTEX-14XAO	91	0	96
GTEX-1JMQK	37	0	34
GTEX-ZZPU	127	0	138
GTEX-ZP4G	147	1	148
GTEX-17EVP	39	0	36
GTEX-147GR	22	0	19
GTEX-ZVT4	28	0	33
GTEX-1R9K5	234	0	240
GTEX-12WSF	35	0	35
GTEX-12584	73	0	84
GTEX-1R9JW	177	1	173
GTEX-16NPV	34	0	32
GTEX-1A8G7	48	0	50
GTEX-WFG7	86	0	90
GTEX-ZEX8	348	0	355
GTEX-WL46	44	0	43
GTEX-15RIE	72	0	79
GTEX-Q2AI	31	0	32
GTEX-1477Z	34	0	41
GTEX-14BIM	52	0	53
GTEX-PW2O	15	0	18
GTEX-ZVE2	53	0	60
GTEX-13PVQ	31	0	29
GTEX-ZVT3	22	0	24
GTEX-S95S	21	0	21
