individual	chr21:43798049:43799570:cluster13345	chr21:43798100:43798224:cluster13345	chr21:43798100:43799570:cluster13345
GTEX-X261	0	1	195
GTEX-OIZH	0	0	44
GTEX-1269C	0	0	29
GTEX-O5YT	0	0	44
GTEX-1AMFI	0	0	52
GTEX-S32W	1	1	103
GTEX-1R9PM	0	0	20
GTEX-1LVA9	0	0	33
GTEX-1192X	0	0	51
GTEX-15D79	0	0	36
GTEX-13OVH	0	0	55
GTEX-1EU9M	0	0	40
GTEX-11ZTS	0	0	17
GTEX-13N1W	0	0	41
GTEX-117YW	0	0	28
GTEX-111VG	0	0	39
GTEX-1F6IF	0	0	37
GTEX-Q2AG	0	0	13
GTEX-1AX9J	0	0	41
GTEX-1F7RK	0	0	26
GTEX-YJ8O	0	0	15
GTEX-OOBK	0	0	48
GTEX-15CHQ	0	0	39
GTEX-17KNJ	0	0	40
GTEX-QDT8	1	0	85
GTEX-1A8FM	0	0	27
GTEX-1ICLZ	0	0	53
GTEX-1GN73	0	0	39
GTEX-183WM	0	0	55
GTEX-OXRP	0	0	9
GTEX-14E6D	0	0	38
GTEX-18A66	0	0	49
GTEX-XBEC	0	0	31
GTEX-1RB15	0	0	32
GTEX-13PVR	0	0	36
GTEX-1314G	0	0	39
GTEX-ZTPG	0	0	49
GTEX-PLZ6	0	0	31
GTEX-YB5K	0	0	38
GTEX-ZE7O	0	0	49
GTEX-QVUS	0	0	54
GTEX-16GPK	0	0	17
GTEX-13112	0	0	31
GTEX-ZAK1	0	0	32
GTEX-1PBJJ	1	0	86
GTEX-13OW8	0	0	27
GTEX-145MH	0	0	26
GTEX-1E2YA	0	0	46
GTEX-1F52S	0	0	56
GTEX-11GSP	0	0	21
GTEX-12WSG	0	0	47
GTEX-12WSJ	0	0	48
GTEX-14PJ5	0	0	44
GTEX-133LE	0	0	39
GTEX-14PII	0	0	30
GTEX-13OW6	0	0	19
GTEX-17HHE	0	0	35
GTEX-ZPCL	0	0	32
GTEX-WOFM	1	0	177
GTEX-RWSA	0	0	19
GTEX-1R7EU	0	0	51
GTEX-U3ZM	0	0	54
GTEX-1A8G6	0	0	39
GTEX-14PN4	0	0	49
GTEX-13VXU	0	0	25
GTEX-T6MN	0	0	7
GTEX-18465	0	0	28
GTEX-RN64	0	0	32
GTEX-1QP66	1	0	137
GTEX-1GZHY	0	0	23
GTEX-QVJO	0	0	37
GTEX-147JS	0	0	34
GTEX-144GL	0	0	26
GTEX-R55C	0	0	40
GTEX-1MCQQ	0	0	37
GTEX-OXRL	0	0	53
GTEX-14PJM	0	0	31
GTEX-117XS	0	0	29
GTEX-1445S	0	0	54
GTEX-1BAJH	0	0	33
GTEX-ZVZP	1	0	97
GTEX-11ONC	0	0	31
GTEX-VUSG	0	0	49
GTEX-13QIC	0	0	36
GTEX-11ZTT	0	0	56
GTEX-1GPI6	0	0	22
GTEX-Z93S	0	0	39
GTEX-1GN1U	0	0	43
GTEX-111YS	0	0	55
GTEX-13111	0	0	33
GTEX-14H4A	0	0	51
GTEX-139TS	0	0	32
GTEX-14PK6	0	0	42
GTEX-1CAMQ	0	0	47
GTEX-144FL	0	0	50
GTEX-1B8L1	0	0	26
GTEX-ZYFD	0	0	35
GTEX-14JG1	0	0	17
GTEX-1PIIG	0	0	47
GTEX-17JCI	0	0	39
GTEX-13OVK	0	0	41
GTEX-WRHU	0	0	41
GTEX-12ZZX	0	0	36
GTEX-YECK	0	0	33
GTEX-14XAO	1	1	159
GTEX-1GN2E	0	0	14
GTEX-14E6E	0	0	55
GTEX-ZP4G	1	0	84
GTEX-1B8SF	0	0	43
GTEX-ZVT4	0	0	44
GTEX-12WSF	0	0	47
GTEX-12584	0	0	50
GTEX-Q734	0	0	47
GTEX-1B932	0	0	56
GTEX-QDVJ	0	0	49
GTEX-1EX96	0	0	29
GTEX-RM2N	0	0	32
GTEX-14DAQ	0	0	41
GTEX-WFG7	0	0	28
GTEX-ZEX8	0	1	127
GTEX-WL46	0	0	46
GTEX-1GF9V	0	0	24
GTEX-WFG8	0	0	56
GTEX-RUSQ	0	0	20
GTEX-U3ZH	0	0	46
GTEX-YFC4	0	0	27
GTEX-1JKYR	0	0	32
GTEX-Q2AI	0	0	23
GTEX-17F98	0	0	43
GTEX-Y5V6	0	0	54
GTEX-VJWN	0	0	51
GTEX-PW2O	0	0	24
GTEX-13NZB	0	0	38
GTEX-17HHY	0	0	24
GTEX-ZVT3	0	0	19
GTEX-S95S	0	0	30
GTEX-1QP28	0	0	56
GTEX-XV7Q	0	0	51
