individual	chr2:74527059:74527248:cluster40908	chr2:74527121:74527248:cluster40908	chr2:74527585:74527736:cluster40908	chr2:74527590:74527736:cluster40908
GTEX-Y8DK	247	21	0	216
GTEX-OHPL	289	29	0	248
GTEX-1QPFJ	996	113	0	860
GTEX-12C56	257	24	0	205
GTEX-1C2JI	349	29	0	296
GTEX-ZF2S	374	43	0	332
GTEX-1399T	145	15	0	138
GTEX-1QP9N	345	29	0	327
GTEX-1F75A	242	18	0	219
GTEX-139UW	257	31	0	225
GTEX-13N2G	519	55	0	478
GTEX-13U4I	347	25	0	291
GTEX-RNOR	162	16	0	160
GTEX-WYJK	650	48	0	564
GTEX-ZDTS	175	17	0	145
GTEX-11GSO	207	17	0	186
GTEX-WRHK	528	45	0	427
GTEX-17HII	125	13	0	115
GTEX-11ZVC	247	25	0	217
GTEX-1339X	569	49	0	488
GTEX-ZZ64	312	26	0	262
GTEX-1C6VR	209	22	0	203
GTEX-QV44	348	38	0	311
GTEX-11OF3	203	20	0	188
GTEX-ZV68	256	26	0	232
GTEX-1P4AB	632	67	0	528
GTEX-1CB4F	217	20	0	177
GTEX-1M4P7	415	42	0	338
GTEX-17EVQ	463	43	0	391
GTEX-ZF3C	522	40	0	441
GTEX-Y111	201	18	0	189
GTEX-14BIL	234	20	0	216
GTEX-X261	612	52	0	521
GTEX-Y3I4	290	21	0	244
GTEX-1269C	227	18	0	198
GTEX-1AMFI	416	35	0	373
GTEX-1MUQO	548	43	0	494
GTEX-13OVH	374	38	0	321
GTEX-1EU9M	284	31	0	239
GTEX-145MO	430	32	0	359
GTEX-16BQI	514	45	0	489
GTEX-117YW	172	17	0	144
GTEX-16MT8	606	61	0	580
GTEX-YJ8O	144	15	0	113
GTEX-ZC5H	387	37	0	351
GTEX-15CHQ	258	25	0	249
GTEX-Y5LM	932	80	0	824
GTEX-17KNJ	354	36	0	315
GTEX-1M5QR	586	54	0	475
GTEX-XPVG	538	40	0	472
GTEX-P4PQ	603	48	0	560
GTEX-1IDJF	570	53	0	528
GTEX-1GN73	210	25	0	186
GTEX-RTLS	337	27	0	290
GTEX-OXRP	67	6	0	55
GTEX-18A66	354	27	0	296
GTEX-XBEC	179	22	0	162
GTEX-1QCLZ	360	27	0	327
GTEX-13PVR	227	18	0	197
GTEX-1314G	320	33	0	256
GTEX-ZTPG	429	33	0	366
GTEX-1399U	333	30	0	308
GTEX-1PDJ9	609	45	0	506
GTEX-1PIEJ	599	50	0	506
GTEX-11TT1	196	24	0	176
GTEX-ZAK1	157	12	0	141
GTEX-1GZ4I	428	36	0	371
GTEX-1PBJJ	480	37	0	443
GTEX-1QP2A	281	24	0	251
GTEX-1E2YA	250	24	0	212
GTEX-16XZY	197	14	0	177
GTEX-OIZG	455	35	0	370
GTEX-N7MS	206	14	0	174
GTEX-1IDJE	537	49	0	456
GTEX-133LE	333	34	0	290
GTEX-1K2DU	753	72	0	601
GTEX-13OW6	165	15	0	139
GTEX-1LG7Z	496	49	0	481
GTEX-1A8G6	227	17	0	188
GTEX-14PN4	279	32	0	237
GTEX-18465	203	20	0	201
GTEX-14PJ2	333	32	0	296
GTEX-1JN1M	671	51	0	608
GTEX-QCQG	385	35	0	314
GTEX-144GL	191	22	0	170
GTEX-11NSD	324	29	0	301
GTEX-14PJM	187	18	0	151
GTEX-117XS	180	20	0	151
GTEX-1445S	213	20	0	179
GTEX-15SKB	426	42	0	381
GTEX-ZVZP	645	74	0	570
GTEX-14LLW	482	45	0	443
GTEX-Z93S	233	20	0	215
GTEX-1GN1U	275	23	0	244
GTEX-111YS	320	23	0	284
GTEX-139TS	311	30	0	258
GTEX-1PIIG	203	18	0	174
GTEX-17JCI	172	20	0	154
GTEX-1JJ6O	466	48	0	405
GTEX-WRHU	214	22	0	193
GTEX-12ZZX	169	15	0	143
GTEX-12WSA	800	94	0	726
GTEX-1JMQK	514	45	0	466
GTEX-13D11	347	29	0	302
GTEX-ZP4G	550	51	0	492
GTEX-ZGAY	600	47	0	500
GTEX-1B8SF	253	20	0	224
GTEX-11P81	182	21	0	165
GTEX-1R9K5	578	47	0	534
GTEX-1399S	576	57	0	525
GTEX-13X6K	366	41	0	319
GTEX-1B932	424	41	0	365
GTEX-WFG7	222	25	0	197
GTEX-15RIE	382	31	0	355
GTEX-13FHO	308	32	0	273
GTEX-1R7EV	526	48	0	413
GTEX-146FH	191	15	0	159
GTEX-U3ZH	373	32	0	348
GTEX-Y5V6	352	40	0	337
GTEX-1GTWX	308	28	0	249
GTEX-111CU	431	44	0	381
GTEX-1CB4J	527	57	0	442
GTEX-PSDG	541	45	0	487
GTEX-ZVE2	441	37	0	362
GTEX-Z9EW	201	20	0	167
GTEX-11GS4	160	16	0	147
GTEX-OXRN	590	47	0	508
GTEX-S95S	182	16	0	157
GTEX-13OW7	246	23	0	210
