individual	chr10:113610563:113612234:cluster66143	chr10:113610563:113614183:cluster66143	chr10:113612431:113614183:cluster66143	chr10:113612431:113614839:cluster66143	chr10:113614296:113614839:cluster66143
GTEX-12WSG	5026	4	3260	4	4253
GTEX-1F5PK	727	0	507	0	654
GTEX-N7MS	5396	3	3647	11	5136
GTEX-X5EB	3537	0	2552	7	3292
GTEX-16XZZ	4606	3	3162	15	4184
GTEX-1K2DU	1162	0	802	1	996
GTEX-O5YV	1259	0	868	1	1125
GTEX-15ER7	14695	1	9343	24	12698
GTEX-13OW6	2510	2	1742	5	2471
GTEX-17HHE	5610	2	4062	6	5276
GTEX-WOFM	11719	8	8506	7	11341
GTEX-1LG7Z	3448	0	2519	7	3167
GTEX-1C4CL	11359	8	8068	9	10517
GTEX-T6MN	2169	0	1482	1	1854
GTEX-15SHV	1612	0	1037	1	1386
GTEX-13PLJ	2885	0	1958	7	2765
GTEX-1GZHY	4733	3	3156	2	4425
GTEX-15SB6	7769	4	5023	6	7096
GTEX-14PJ6	3136	2	2163	6	2989
GTEX-1MCQQ	5266	0	3635	6	4784
GTEX-1GF9U	2295	0	1508	5	2195
GTEX-117XS	3944	0	2604	8	3745
GTEX-1BAJH	5884	5	4310	14	5715
GTEX-14LLW	3368	0	2343	0	3114
GTEX-13QIC	3506	2	2360	4	3367
GTEX-12KS4	3809	0	2492	5	3394
GTEX-1GPI6	4186	1	2857	8	3587
GTEX-Z93S	8336	8	5645	14	7936
GTEX-X4EO	6740	5	4741	21	6458
GTEX-14H4A	2200	3	1407	3	1990
GTEX-14PK6	4639	2	2928	4	4220
GTEX-144FL	1026	0	679	0	957
GTEX-1B8L1	1984	1	1421	3	1750
GTEX-ZVE1	2360	1	1576	6	2155
GTEX-11XUK	1554	1	1045	5	1478
GTEX-13OVK	6271	0	3941	11	5370
GTEX-12ZZX	5159	3	3733	7	4937
GTEX-YECK	2985	2	2068	3	2621
GTEX-12WSA	2353	1	1478	2	2024
GTEX-1GN2E	3027	3	2128	3	2817
GTEX-1JMQK	2894	3	2026	8	2585
GTEX-ZP4G	1973	0	1244	2	1771
GTEX-17EVP	4317	0	2912	3	4071
GTEX-11P81	2242	1	1549	4	2091
GTEX-13CF3	1951	3	1262	0	1782
GTEX-1F48J	3341	2	2335	1	3171
GTEX-ZVT4	3580	0	2392	8	3188
GTEX-1R9K5	7023	2	4856	13	6460
GTEX-1CB4I	3216	2	2218	4	2864
GTEX-1399S	3421	2	2332	6	3179
GTEX-1A8G7	6259	6	3872	15	5634
GTEX-QDVJ	5170	0	3310	7	4666
GTEX-15RIE	3124	0	2021	5	2884
GTEX-1GF9V	5730	3	3591	4	5138
GTEX-13FHO	1831	0	1247	4	1737
GTEX-1477Z	2395	0	1612	5	2083
GTEX-1GTWX	8783	5	6063	26	7996
GTEX-PW2O	3488	0	2435	1	3362
GTEX-ZF29	3681	4	2633	4	3301
GTEX-15UKP	2387	0	1560	4	2021
GTEX-1CB4J	1483	0	1055	2	1408
GTEX-ZVE2	2480	2	1745	2	2312
GTEX-13PVQ	2935	0	1847	2	2630
GTEX-17HHY	5016	4	3629	7	4977
GTEX-11GS4	3290	0	2070	3	2798
GTEX-13OW7	8640	7	5799	13	8461
