individual	chr6:75697517:75702645:cluster15627	chr6:75697517:75709527:cluster15627	chr6:75703024:75709527:cluster15627	chr6:75703072:75709527:cluster15627
GTEX-1313W	38	3	0	63
GTEX-XQ3S	34	3	0	51
GTEX-1C6WA	67	8	0	101
GTEX-1JKYN	30	1	0	51
GTEX-XUZC	48	2	0	65
GTEX-1S83E	82	3	0	125
GTEX-ZLV1	73	4	0	103
GTEX-OHPN	108	10	0	195
GTEX-ZUA1	40	4	0	77
GTEX-1GF9W	42	3	0	68
GTEX-18A6Q	43	5	0	75
GTEX-1I4MK	69	7	0	106
GTEX-11EM3	37	5	0	57
GTEX-15ETS	62	8	0	108
GTEX-1212Z	47	2	0	74
GTEX-1F5PL	90	8	0	115
GTEX-1GPI7	63	5	0	90
GTEX-1S82P	52	2	0	77
GTEX-12C56	48	3	0	66
GTEX-TSE9	72	4	0	117
GTEX-W5WG	53	2	0	71
GTEX-TMMY	164	11	0	258
GTEX-1N2DW	35	3	0	64
GTEX-1LH75	39	2	0	70
GTEX-QEL4	50	3	0	76
GTEX-U8T8	58	3	0	102
GTEX-1399T	42	3	0	54
GTEX-131XF	56	2	0	81
GTEX-13O3Q	30	2	0	36
GTEX-13N2G	99	4	0	142
GTEX-ZDTS	23	2	0	42
GTEX-R3RS	71	6	0	132
GTEX-1B97I	59	4	0	75
GTEX-1A3MX	71	6	0	109
GTEX-XOT4	44	4	0	77
GTEX-OXRK	39	3	0	56
GTEX-1339X	41	2	0	70
GTEX-13RTL	69	4	0	100
GTEX-1JMQI	68	3	0	109
GTEX-11UD2	32	2	0	47
GTEX-PWCY	69	4	0	108
GTEX-Y111	29	2	0	55
GTEX-18A67	87	7	0	134
GTEX-1GMRU	50	4	0	74
GTEX-1A3MW	42	4	0	70
GTEX-X261	90	6	0	161
GTEX-OIZH	88	6	0	117
GTEX-YEC3	97	6	0	123
GTEX-11ZU8	52	4	0	71
GTEX-1R9PM	59	5	0	80
GTEX-1192X	52	3	0	85
GTEX-1MUQO	86	6	0	117
GTEX-15D79	52	4	0	66
GTEX-13OVH	47	5	0	76
GTEX-1EU9M	68	3	0	92
GTEX-111VG	34	2	0	54
GTEX-1F6IF	73	6	0	120
GTEX-YJ8O	29	1	0	40
GTEX-ZC5H	71	5	0	91
GTEX-15CHQ	46	5	0	78
GTEX-11EI6	42	5	0	71
GTEX-17KNJ	40	2	0	66
GTEX-1A8FM	47	3	0	65
GTEX-XPVG	49	3	0	84
GTEX-1JN6P	58	6	0	87
GTEX-ZT9X	72	4	0	98
GTEX-1IDJF	77	4	0	129
GTEX-183WM	43	5	0	79
GTEX-OXRP	16	1	0	26
GTEX-1S82Y	55	5	0	85
GTEX-13O21	49	6	0	77
GTEX-1QCLZ	59	3	0	102
GTEX-PLZ6	30	2	0	38
GTEX-1399U	52	3	0	66
GTEX-YB5K	50	2	0	71
GTEX-QDVN	52	2	0	77
GTEX-16GPK	35	2	0	46
GTEX-13112	43	2	0	70
GTEX-1GZ4I	89	7	0	137
GTEX-13OW8	29	3	0	55
GTEX-R55G	22	2	0	30
GTEX-145MH	34	3	0	44
GTEX-1E2YA	31	1	0	48
GTEX-1F52S	49	2	0	66
GTEX-11GSP	28	3	0	49
GTEX-1IDJE	82	7	0	124
GTEX-14PJ5	58	3	0	80
GTEX-1R9PO	73	5	0	116
GTEX-O5YV	41	2	0	74
GTEX-13OW6	34	4	0	46
GTEX-WOFM	101	10	0	184
GTEX-1LG7Z	74	4	0	97
GTEX-WFON	52	4	0	80
GTEX-1128S	58	3	0	88
GTEX-RN64	52	3	0	71
GTEX-QVJO	46	4	0	59
GTEX-147JS	30	2	0	51
GTEX-14PJ6	64	3	0	87
GTEX-1MCQQ	45	5	0	62
GTEX-117XS	46	4	0	62
GTEX-1B8KZ	54	4	0	82
GTEX-139YR	45	2	0	64
GTEX-1BAJH	42	4	0	59
GTEX-14LLW	63	3	0	95
GTEX-12WSL	51	4	0	64
GTEX-1GMR8	68	5	0	125
GTEX-Z93S	57	4	0	77
GTEX-1GN1U	31	1	0	51
GTEX-14H4A	37	3	0	46
GTEX-14PK6	38	5	0	68
GTEX-XMD2	64	3	0	98
GTEX-144FL	49	4	0	83
GTEX-ZVE1	82	7	0	154
GTEX-17JCI	44	2	0	78
GTEX-11XUK	41	4	0	67
GTEX-WRHU	84	6	0	116
GTEX-12ZZX	36	2	0	63
GTEX-YECK	48	4	0	69
GTEX-WHSE	50	3	0	62
GTEX-1JMQK	46	4	0	85
GTEX-ZZPU	62	3	0	84
GTEX-14E6E	42	4	0	68
GTEX-14C39	37	2	0	47
GTEX-13CF3	67	5	0	87
GTEX-ZVT4	44	3	0	57
GTEX-11O72	54	2	0	81
GTEX-P4QT	77	4	0	109
GTEX-QDVJ	47	6	0	77
GTEX-1EX96	34	3	0	51
GTEX-1GF9V	56	4	0	75
GTEX-WFG8	57	6	0	91
GTEX-U3ZH	73	7	0	94
GTEX-YFC4	38	2	0	55
GTEX-1477Z	49	2	0	71
GTEX-14BIM	48	6	0	85
GTEX-17F98	29	2	0	50
GTEX-1GTWX	48	5	0	72
GTEX-VJWN	64	3	0	96
GTEX-ZVE2	63	6	0	90
GTEX-13PVQ	27	2	0	45
GTEX-XV7Q	46	2	0	60
