individual	chr16:1944893:1945499:cluster59591	chr16:1944893:1945835:cluster59591	chr16:1945618:1945835:cluster59591
GTEX-11GSO	811	0	741
GTEX-1FIGZ	922	0	827
GTEX-WRHK	1248	0	1103
GTEX-1E1VI	843	0	774
GTEX-11ZVC	1712	0	1493
GTEX-1339X	549	0	529
GTEX-1C6VR	1145	0	1073
GTEX-11OF3	2084	2	1911
GTEX-1R46S	981	0	910
GTEX-ZV68	2015	0	1839
GTEX-1P4AB	503	0	463
GTEX-11UD2	2317	1	2052
GTEX-1KWVE	2647	1	2359
GTEX-1CB4F	671	0	633
GTEX-1M4P7	3364	0	3000
GTEX-PWCY	1747	1	1576
GTEX-18A67	1268	0	1137
GTEX-1A3MW	474	0	430
GTEX-YEC3	1040	0	904
GTEX-Y3I4	712	1	661
GTEX-11ZU8	951	0	880
GTEX-1R9PM	1237	0	1151
GTEX-1LVA9	2309	3	2197
GTEX-1192X	1173	0	1040
GTEX-1LSNM	1005	2	898
GTEX-1MUQO	676	0	643
GTEX-1EU9M	1700	0	1519
GTEX-145MO	1811	0	1638
GTEX-16BQI	2070	0	1958
GTEX-13N1W	1938	2	1662
GTEX-117YW	2103	1	1906
GTEX-111VG	1882	0	1667
GTEX-1F6IF	1312	0	1216
GTEX-ZWKS	415	0	382
GTEX-Q2AG	500	0	453
GTEX-1AX9J	1383	0	1330
GTEX-1F7RK	1904	1	1782
GTEX-1R9K4	2062	1	1847
GTEX-1QEPI	2291	0	2003
GTEX-ZC5H	466	0	403
GTEX-1EWIQ	2043	0	1807
GTEX-17KNJ	444	0	396
GTEX-1A8FM	1572	0	1466
GTEX-15RIF	2552	2	2291
GTEX-1M5QR	1313	1	1243
GTEX-XPVG	967	0	875
GTEX-V955	932	0	895
GTEX-1JN6P	2238	0	2144
GTEX-P4PQ	381	0	329
GTEX-1IDJF	742	0	666
GTEX-1GN73	2180	0	2006
GTEX-183WM	502	0	449
GTEX-11LCK	711	0	616
GTEX-RTLS	720	0	636
GTEX-14E6D	2044	0	1965
GTEX-XBEC	1451	1	1306
GTEX-15CHC	1229	0	1159
GTEX-13O21	575	1	522
GTEX-1QCLZ	1204	0	1084
GTEX-1RB15	1435	0	1336
GTEX-PLZ6	424	0	377
GTEX-1399U	853	0	772
GTEX-YB5K	1337	1	1256
GTEX-1PDJ9	2030	0	1766
GTEX-13SLW	416	0	397
GTEX-16GPK	1870	0	1739
GTEX-132Q8	914	0	811
GTEX-18A7A	2014	0	1827
GTEX-WHSB	1074	0	994
GTEX-WOFL	727	0	664
GTEX-ZAK1	1458	1	1407
GTEX-1GZ4I	1616	0	1509
GTEX-13OW8	1025	0	908
GTEX-145MH	1494	0	1356
GTEX-16XZY	537	0	497
GTEX-13X6H	574	0	508
GTEX-1F52S	539	0	505
GTEX-12WSG	952	1	866
GTEX-1F5PK	1803	0	1571
GTEX-1A3MV	587	0	558
GTEX-133LE	825	0	733
GTEX-X5EB	917	0	880
GTEX-1K2DU	1243	0	1163
GTEX-ZAB4	1190	0	1050
GTEX-14PII	978	2	900
GTEX-15ER7	5055	1	4788
GTEX-13OW6	1362	0	1236
GTEX-17HHE	1179	1	1076
GTEX-ZPCL	1167	0	1059
GTEX-1A8G6	2141	0	1993
GTEX-15SHV	2293	0	2202
GTEX-14PJ2	411	0	389
GTEX-RN64	1531	0	1383
GTEX-1GZHY	1833	0	1641
GTEX-1JN1M	1308	0	1255
GTEX-QVJO	195	0	173
GTEX-147JS	1634	1	1417
GTEX-15SB6	2362	0	2220
GTEX-13RTJ	763	0	685
GTEX-14PJ6	1020	0	952
GTEX-1MCQQ	2520	1	2311
GTEX-1GF9U	1804	1	1628
GTEX-OXRL	959	0	843
GTEX-1445S	1839	1	1711
GTEX-1MA7W	1713	0	1556
GTEX-15SKB	1808	0	1729
GTEX-U8XE	966	1	918
GTEX-1BAJH	1993	0	1790
GTEX-ZVZP	548	0	489
GTEX-11ONC	1469	0	1352
GTEX-WY7C	2488	0	2387
GTEX-14LLW	2295	0	2191
GTEX-13QIC	1435	0	1330
GTEX-11ZTT	884	1	846
GTEX-12KS4	1419	0	1313
GTEX-1GMR8	1399	0	1256
GTEX-1GPI6	2215	0	2036
GTEX-Z93S	2598	1	2300
GTEX-X4EO	2367	1	2082
GTEX-13111	928	1	796
GTEX-14H4A	1090	0	1048
GTEX-1CAMQ	1717	0	1539
GTEX-144FL	1021	0	936
GTEX-13QJ3	1797	1	1622
GTEX-14JG1	2048	0	1939
GTEX-ZA64	1058	0	975
GTEX-ZVE1	1302	0	1186
GTEX-17JCI	2683	0	2392
GTEX-1JJ6O	860	0	788
GTEX-13OVK	735	0	648
GTEX-WRHU	2010	0	1877
GTEX-Y8LW	1086	2	1002
GTEX-12ZZX	1175	0	1039
GTEX-YECK	2508	0	2197
GTEX-WHSE	1656	0	1483
GTEX-1F88F	3198	0	2816
GTEX-14XAO	379	0	355
GTEX-1GN2E	1517	1	1366
GTEX-1JMQK	765	0	704
GTEX-14E6E	1481	0	1390
GTEX-13D11	436	0	422
GTEX-15DZA	1093	0	1043
GTEX-ZGAY	1129	1	1053
GTEX-14C39	1020	0	895
GTEX-1B8SF	1476	0	1339
GTEX-17EVP	1727	0	1639
GTEX-1F48J	1589	0	1514
GTEX-12WSF	3018	0	2853
GTEX-1CB4I	543	0	511
GTEX-1R9JW	1304	0	1210
GTEX-15DCD	2056	1	1931
GTEX-1399S	531	0	459
GTEX-P4QT	644	0	586
GTEX-1A8G7	811	0	750
GTEX-1B932	1144	0	1034
GTEX-QDVJ	189	0	168
GTEX-14DAQ	2726	0	2469
GTEX-ZEX8	1066	0	953
GTEX-WL46	2894	0	2607
GTEX-15RIE	1119	0	1005
GTEX-1GF9V	1883	1	1779
GTEX-1RAZQ	2278	2	2171
GTEX-12WSN	980	1	844
GTEX-1R7EV	959	1	897
GTEX-U3ZH	719	0	636
GTEX-YFC4	1980	0	1809
GTEX-14BIM	1942	0	1810
GTEX-17F98	816	0	777
GTEX-Y5V6	545	0	520
GTEX-111CU	668	0	592
GTEX-PW2O	389	0	340
GTEX-XAJ8	1275	2	1224
GTEX-17F97	1407	0	1284
GTEX-13NZB	1711	2	1650
GTEX-PSDG	921	0	836
GTEX-13PVQ	1449	0	1321
GTEX-Z9EW	831	1	745
GTEX-1QP67	887	0	832
GTEX-ZVT3	1983	0	1763
GTEX-1QP28	794	0	756
GTEX-XV7Q	1117	0	1032
GTEX-13OW7	2315	1	2210
