individual	chr12:54580392:54580704:cluster26855	chr12:54580392:54580944:cluster26855	chr12:54580392:54581976:cluster26855	chr12:54580392:54582732:cluster26855	chr12:54580392:54583211:cluster26855	chr12:54580778:54580944:cluster26855	chr12:54580778:54581976:cluster26855	chr12:54581050:54581976:cluster26855	chr12:54581050:54582732:cluster26855	chr12:54581050:54583211:cluster26855	chr12:54582131:54582732:cluster26855	chr12:54582131:54583211:cluster26855	chr12:54582795:54583211:cluster26855
GTEX-11NUK	14	2065	0	0	0	20	0	1729	67	23	2158	16	2548
GTEX-14PJN	24	2284	0	0	0	20	0	2270	67	55	2306	20	2733
GTEX-XQ8I	21	2036	0	0	0	24	0	1767	65	38	1894	7	2345
GTEX-147F4	22	2748	0	0	1	14	0	2290	66	42	2757	21	3139
GTEX-13W3W	9	2737	1	0	0	19	0	2298	101	35	2658	23	3164
GTEX-1AX9K	18	1634	0	0	0	17	0	1523	51	33	1697	18	2094
GTEX-1B933	10	2805	1	0	0	20	0	2591	99	46	2754	31	3399
GTEX-XUW1	14	1536	0	0	0	12	0	1147	42	19	1443	5	1752
GTEX-WZTO	35	4729	0	0	0	35	0	3943	136	69	4700	27	5457
GTEX-1GZ2Q	16	3508	0	0	0	18	0	2967	123	74	3278	16	4055
GTEX-XQ3S	32	3567	3	0	0	28	0	2883	87	36	3356	34	3998
GTEX-1GMR3	24	4559	0	1	1	31	0	3690	152	62	4481	50	5279
GTEX-1C6WA	33	4454	0	0	1	45	0	3684	84	47	4129	39	4831
GTEX-XUZC	17	1563	0	1	1	32	0	1330	70	37	1605	16	1985
GTEX-18A7B	24	3064	0	0	0	25	0	2309	80	39	2865	31	3372
GTEX-XBEW	20	2393	0	0	0	23	0	1796	85	49	2238	24	2641
GTEX-13X6J	42	4651	0	0	0	50	0	4537	127	54	4783	44	5612
GTEX-1LNCM	32	3624	2	1	0	45	0	3126	73	46	3623	43	3851
GTEX-1KD5A	43	4228	0	0	1	49	0	3434	83	93	4066	38	4919
GTEX-ZDYS	11	1594	0	0	0	9	0	1414	74	40	1694	29	1947
GTEX-1NUQO	20	2957	0	0	0	26	0	2509	83	47	2992	40	3233
GTEX-ZUA1	22	3079	0	0	0	19	0	2479	80	32	3164	26	3734
GTEX-1GF9W	20	1851	0	0	0	16	0	1590	37	16	1805	26	2052
GTEX-18A6Q	20	3796	0	0	0	21	0	3346	79	40	3543	43	4213
GTEX-13FTZ	46	4413	0	0	0	63	0	3949	138	59	5240	39	5817
GTEX-1LGOU	11	2852	0	0	0	19	0	2557	67	44	2877	22	3224
GTEX-1L5NE	21	4069	0	0	0	36	0	3342	64	41	4076	39	4575
GTEX-1I4MK	37	2846	2	0	0	26	0	2411	61	44	2725	18	3283
GTEX-X8HC	37	3623	0	1	0	34	0	2839	65	39	3624	22	4051
GTEX-11EM3	24	3231	0	0	0	38	0	2464	94	43	3206	41	3950
GTEX-1MCYP	60	3468	0	0	0	74	0	2989	117	83	3416	59	3899
GTEX-131XG	30	2948	0	0	0	46	0	2506	111	82	3219	28	3871
GTEX-16NPX	30	2944	0	0	0	33	0	2478	93	47	2930	31	3449
GTEX-15ETS	42	3130	0	0	0	32	0	2689	94	59	3151	38	3516
GTEX-1PPH7	38	3944	0	0	0	51	0	3319	106	86	3763	35	4302
GTEX-1F5PL	51	6443	2	0	0	56	0	5343	215	80	5774	37	7250
GTEX-WK11	19	3171	0	0	0	25	0	2762	84	44	3123	28	3660
GTEX-1GN1W	25	2651	1	0	0	18	0	2135	67	59	2464	22	2994
GTEX-1RAZR	27	4142	1	0	0	34	0	3235	111	68	3941	45	4515
GTEX-1S82P	46	4045	0	0	0	59	0	3495	109	55	4607	36	5038
GTEX-Y8DK	36	4052	0	1	1	35	0	3455	111	43	4249	34	4893
GTEX-OHPL	26	2329	0	0	0	26	0	2174	71	47	2276	17	2650
GTEX-1211K	7	1467	0	0	0	13	0	1228	52	30	1545	15	1831
GTEX-W5WG	32	3961	0	0	0	30	0	3261	90	44	3973	23	4541
GTEX-13O3O	24	2911	0	0	0	17	0	2760	103	52	3312	19	3857
GTEX-1C2JI	37	2894	0	0	0	49	0	2191	67	57	2726	47	3173
GTEX-U8T8	18	3373	1	0	0	21	0	3087	115	60	3143	36	3881
GTEX-T5JC	19	3786	0	0	0	16	0	3232	72	100	3804	43	4166
GTEX-ZF2S	13	2157	0	0	0	13	0	1835	70	33	2321	18	2734
GTEX-14BMU	12	2118	0	1	0	22	0	1860	89	51	2304	24	2787
GTEX-1399T	19	3092	0	0	0	29	0	2864	79	52	3402	25	3918
GTEX-1QP9N	33	3754	0	0	0	44	0	2895	80	58	3442	24	3964
GTEX-11ZUS	17	3009	0	0	0	18	0	2501	81	36	3292	14	3520
GTEX-1B97J	81	4920	0	0	0	88	0	4114	160	105	4693	34	5579
GTEX-131XF	30	1592	0	0	0	19	0	1334	63	34	1611	9	1860
GTEX-P44G	14	1890	0	0	0	11	0	1860	59	22	1848	15	2221
GTEX-14LZ3	18	2529	0	0	0	11	0	2377	117	63	2732	23	3224
GTEX-13O3Q	33	3882	0	0	0	26	0	3297	140	65	3929	17	4536
GTEX-139UW	35	4508	0	0	0	42	0	4336	141	74	5047	26	5994
GTEX-13N2G	57	6092	0	0	0	75	0	5718	164	96	6894	52	7947
GTEX-146FQ	18	1901	1	0	0	14	0	1617	75	53	1911	16	2192
GTEX-13QBU	17	1134	0	0	0	21	0	1015	41	11	1214	12	1512
GTEX-XGQ4	14	1686	0	0	2	21	0	1308	35	25	1586	19	1990
GTEX-13G51	12	2075	1	0	0	10	0	1874	41	29	2224	22	2400
GTEX-WYJK	48	3940	2	0	0	69	0	3398	124	63	3845	19	4211
GTEX-ZDTS	31	3242	1	0	0	27	0	2625	67	26	2974	12	3734
GTEX-1B97I	30	2657	0	0	0	38	0	2280	86	38	2724	16	3024
GTEX-XOT4	17	3519	0	0	0	15	0	2952	138	43	3542	20	4080
GTEX-17GQL	41	3173	0	0	0	36	0	2606	51	23	3031	23	3624
GTEX-11GSO	17	2512	0	2	0	18	0	2375	71	28	2674	12	3126
GTEX-1FIGZ	30	2233	0	0	1	26	0	1957	67	29	2324	30	2822
GTEX-OXRK	29	1730	0	0	0	28	0	1683	59	36	1953	18	2410
GTEX-13FTW	18	2311	0	0	1	27	0	2025	86	31	2409	25	2959
GTEX-QEG5	19	2649	0	0	0	27	0	2125	72	32	2571	19	2858
GTEX-17HII	15	1525	0	0	0	18	0	1337	24	4	1576	23	1834
GTEX-1E1VI	14	2419	0	0	1	22	0	2191	36	26	2546	24	2927
GTEX-1339X	29	3217	1	0	1	28	0	2707	112	40	3282	31	3809
GTEX-17HGU	21	1733	0	0	0	29	0	1548	20	11	1850	18	2074
GTEX-1C6VR	18	3344	0	0	0	35	0	2984	92	55	3518	24	4081
GTEX-1JMQI	37	2755	0	0	0	49	0	2358	118	67	2566	25	2961
GTEX-1R46S	63	4183	0	0	0	86	0	3448	129	45	4134	21	4381
GTEX-ZV68	14	2479	0	0	0	12	0	1901	91	52	2456	25	2925
GTEX-1P4AB	38	2236	0	0	0	28	0	1958	73	43	2079	29	2274
GTEX-1KWVE	29	3093	0	0	0	29	0	2605	100	56	3157	31	3723
GTEX-1CB4F	14	1485	0	0	0	16	0	1165	42	23	1397	9	1588
GTEX-ZF3C	9	1851	0	0	0	11	0	1465	67	34	1956	9	2220
GTEX-PWCY	20	3133	0	0	0	33	0	2700	89	43	3033	37	3670
GTEX-Y111	12	3072	0	0	0	14	0	2679	63	51	3251	38	3849
GTEX-1GMRU	41	5163	0	0	1	51	0	4109	152	60	5048	50	6122
GTEX-X261	62	4004	0	0	0	81	0	3591	93	23	4223	24	4622
GTEX-13FH7	9	1815	0	0	0	13	0	1635	82	43	2023	11	2242
GTEX-OIZH	66	5046	0	0	0	58	0	4412	87	59	4700	48	5590
GTEX-Y3I4	42	3452	0	0	0	48	0	2965	103	36	3349	45	4105
GTEX-1LVA9	16	3744	0	0	0	24	0	3036	132	78	3625	32	4373
GTEX-1192X	34	2788	0	0	1	42	0	2499	66	40	2970	21	3482
GTEX-15D79	26	3486	0	0	0	34	0	3281	109	56	3900	23	4512
GTEX-11ZTS	7	2167	0	0	0	13	0	1714	88	33	2090	18	2474
GTEX-WYVS	50	6020	0	0	0	53	0	5040	139	66	6310	28	6761
GTEX-16BQI	74	5127	0	0	0	100	0	4532	150	55	5626	49	6693
GTEX-117YW	18	3069	0	0	0	27	0	2612	82	38	3153	16	3833
GTEX-16MT8	28	3691	1	0	0	31	0	3306	53	27	3767	36	4223
GTEX-111VG	39	3834	0	0	0	39	0	2997	74	38	3813	30	4699
GTEX-1F6IF	10	1807	0	0	0	14	0	1381	56	22	1624	14	1882
GTEX-Q2AG	7	771	0	0	0	8	0	738	29	16	804	9	959
GTEX-1AX9J	43	3840	0	0	0	45	0	3248	97	48	3844	34	4602
GTEX-1F7RK	28	4574	0	0	0	34	0	3586	148	103	4039	39	4832
GTEX-YJ8O	19	2566	0	0	0	22	0	2124	68	27	2479	17	2914
GTEX-OOBK	32	2507	0	1	0	39	0	2229	51	23	2673	23	3076
GTEX-1QEPI	48	4936	0	0	0	53	0	3855	83	49	4600	59	5225
GTEX-ZC5H	14	1213	0	0	0	18	0	1089	41	26	1357	11	1577
GTEX-15CHQ	8	928	0	0	0	4	0	811	46	18	950	7	1069
GTEX-1EWIQ	40	4903	0	0	0	49	0	3909	108	52	4345	39	4929
GTEX-17KNJ	24	1992	0	0	0	20	0	1764	49	35	1992	17	2313
GTEX-15RIF	49	4171	0	2	0	46	0	3459	135	108	3709	61	4397
GTEX-1M5QR	27	3040	0	1	0	41	0	2548	73	48	3176	35	3255
GTEX-XPVG	76	3725	0	0	0	72	0	3002	125	78	3713	37	4295
GTEX-1JN6P	62	6565	0	0	0	82	0	5833	166	53	6708	36	7809
GTEX-ZT9X	19	1692	0	0	0	28	0	1416	47	39	1844	35	2154
GTEX-P4PQ	1	344	0	0	0	2	0	331	10	4	355	3	419
GTEX-1GN73	43	4659	0	0	0	44	0	3507	82	44	4452	31	5188
GTEX-11LCK	21	2135	0	0	0	25	0	1738	71	27	2174	16	2472
GTEX-14E6D	43	4929	1	1	1	68	0	4643	130	54	5397	36	6405
GTEX-18A66	21	2474	0	0	0	30	0	2144	78	53	2390	23	2782
GTEX-XBEC	21	1635	0	0	0	11	0	1345	55	24	1657	7	2018
GTEX-15CHC	19	2499	0	0	0	27	0	2167	73	29	2453	17	2800
GTEX-13O21	25	3231	0	0	1	45	0	2902	85	48	3610	26	4151
GTEX-1QCLZ	35	3601	0	0	0	31	0	3118	94	33	3521	38	4134
GTEX-1RB15	15	3189	0	0	0	29	0	2824	58	28	3380	26	3748
GTEX-1314G	51	4171	0	0	0	61	0	3775	138	104	4761	53	5489
GTEX-ZTPG	11	1353	0	0	1	18	0	1223	44	21	1365	9	1627
GTEX-PLZ6	5	703	0	0	0	8	0	674	25	10	754	8	846
GTEX-1399U	26	2521	0	0	0	29	0	2352	85	42	2985	15	3141
GTEX-YB5K	29	3050	0	0	0	21	0	2739	113	72	3387	28	3767
GTEX-13SLW	5	678	0	0	0	3	0	534	29	14	689	5	792
GTEX-132Q8	38	3057	0	0	0	42	0	2623	77	27	3240	59	3520
GTEX-18A7A	15	3526	0	0	0	21	0	2943	103	53	3441	22	3959
GTEX-ZAK1	16	2525	1	0	0	15	0	2447	86	39	2857	11	3202
GTEX-1PBJJ	20	1853	0	1	1	17	0	1653	44	41	1949	21	2248
GTEX-13OW8	19	2015	0	0	0	18	0	1723	54	9	2141	14	2407
GTEX-1QP2A	33	2198	0	0	0	37	0	1990	39	37	2364	27	2655
GTEX-R55G	4	917	0	0	0	6	0	793	22	16	926	7	993
GTEX-145MH	18	3319	0	0	0	21	0	2778	82	54	3411	14	3718
GTEX-16XZY	11	817	0	0	0	13	0	647	22	11	772	13	901
GTEX-13X6H	11	2443	1	0	0	22	0	2273	92	30	2562	12	3101
GTEX-144GM	54	3154	3	0	1	61	0	2666	75	43	3208	45	3693
GTEX-1LVAM	23	3300	0	0	0	41	0	2770	100	87	3128	45	3767
GTEX-14PJ5	27	2586	0	0	0	32	0	2441	79	59	2985	35	3498
GTEX-133LE	19	2008	1	0	0	21	0	1822	69	33	2073	21	2397
GTEX-1R9PO	25	3100	0	0	0	20	0	2791	86	44	3288	12	3663
GTEX-X5EB	22	2076	0	0	0	15	0	1714	39	26	2087	18	2475
GTEX-14PII	26	2967	0	0	0	28	0	2799	72	49	3216	31	3721
GTEX-15ER7	59	9432	0	0	0	54	0	7325	337	170	8852	73	10541
GTEX-17HHE	50	2534	0	0	1	57	0	2257	88	50	2502	39	3170
GTEX-ZPCL	37	3928	0	0	0	37	0	3264	104	67	3996	44	4716
GTEX-WOFM	46	4328	1	0	4	68	0	3554	175	60	4093	48	4567
GTEX-1LG7Z	27	3520	0	0	1	38	0	3187	100	49	3385	28	3937
GTEX-1C4CL	30	2472	0	1	1	38	0	2206	97	38	2513	22	3060
GTEX-U3ZM	21	2102	0	0	0	19	0	1945	86	48	2173	22	2659
GTEX-1A8G6	11	1897	2	0	0	7	0	1678	42	34	1847	19	2348
GTEX-14PN4	19	1651	0	0	0	17	0	1560	30	21	1762	6	2059
GTEX-WFON	56	4140	0	0	0	64	0	3878	81	34	4409	35	4764
GTEX-T6MN	7	1231	0	0	0	10	0	1215	42	18	1222	7	1489
GTEX-14PJ2	14	1113	0	0	1	22	0	1083	30	17	1200	11	1383
GTEX-1128S	22	3148	0	0	0	32	0	2531	112	33	3121	13	3822
GTEX-1JN1M	92	6253	0	0	0	119	0	5507	171	78	5930	38	6895
GTEX-147JS	15	1913	0	0	0	21	0	1668	60	23	2033	10	2251
GTEX-15SB6	58	4143	0	1	0	64	0	4032	136	66	4346	47	4957
GTEX-QCQG	74	4697	0	0	0	77	0	4146	176	80	4751	36	5444
GTEX-14PJ6	31	2390	0	0	0	31	0	2159	94	46	2618	22	2954
GTEX-1MCQQ	39	3505	0	0	0	41	0	3084	40	27	3798	32	4189
GTEX-1CB4E	6	1951	0	0	0	16	0	1482	57	28	1916	6	2146
GTEX-OXRL	30	2280	1	1	2	36	0	2302	90	42	2606	26	3055
GTEX-11NSD	54	3599	0	0	0	52	0	2982	104	38	3802	45	4413
GTEX-14PJM	21	3016	0	0	0	32	0	2720	127	57	3007	31	3665
GTEX-1B8KZ	14	2584	0	0	0	15	0	2155	68	32	2511	22	2909
GTEX-15SKB	35	4349	1	0	0	32	0	3731	121	69	4471	42	4938
GTEX-U8XE	39	3359	0	1	0	51	0	3201	137	58	3222	19	3775
GTEX-1BAJH	13	2839	0	0	0	23	0	2545	57	25	2910	21	3455
GTEX-ZVZP	26	1752	0	0	0	20	0	1461	42	32	1764	26	2123
GTEX-WY7C	22	2774	0	0	1	36	0	2449	90	41	2923	25	3303
GTEX-14LLW	45	5508	1	1	0	64	0	5104	168	86	5829	40	6286
GTEX-13QIC	10	1979	0	0	0	16	0	1703	54	27	1994	9	2251
GTEX-11ZTT	16	1811	1	0	0	20	0	1584	81	17	2001	10	2274
GTEX-12WSL	29	2544	0	0	0	34	0	2067	52	29	2618	39	2996
GTEX-11I78	45	3031	0	2	2	47	0	2453	137	69	3185	32	3779
GTEX-Z93S	28	4846	0	0	0	39	0	3911	106	58	5069	46	6000
GTEX-1GN1U	16	1555	2	0	2	18	0	1192	50	26	1499	19	1746
GTEX-X4EO	11	5125	0	0	2	19	0	4537	176	81	5014	26	5767
GTEX-13111	18	2135	0	2	0	21	0	1923	59	21	2412	27	2746
GTEX-14H4A	24	3458	0	0	0	28	0	3013	109	63	3588	43	4232
GTEX-139TS	16	3422	1	0	0	19	0	3165	122	59	3855	38	4450
GTEX-14PK6	28	2184	0	0	0	22	0	1973	71	27	2291	16	2663
GTEX-144FL	13	1437	0	0	0	15	0	1119	42	36	1462	17	1565
GTEX-13QJ3	65	3838	0	0	0	91	0	3506	158	59	3834	41	4624
GTEX-ZYFD	13	2226	0	2	1	6	0	1915	64	34	2291	17	2670
GTEX-14JG1	20	3118	1	0	0	28	0	2649	124	63	3288	15	3719
GTEX-1PIIG	21	3155	0	0	0	30	0	2796	75	68	3340	36	3876
GTEX-17JCI	31	4901	0	0	1	30	0	3722	127	70	4586	20	5506
GTEX-11XUK	17	2597	0	0	0	25	0	2272	80	44	2651	40	3038
GTEX-1JJ6O	11	1767	0	1	0	15	0	1440	39	17	1687	20	2084
GTEX-WRHU	27	4137	0	0	0	51	0	3844	112	49	4079	35	4563
GTEX-Y8LW	12	2404	0	0	0	11	0	1959	70	63	2462	27	2760
GTEX-13OVG	19	1764	0	0	0	27	0	1526	53	32	1957	20	2264
GTEX-12ZZX	16	2714	0	0	0	30	0	2492	58	27	3089	22	3577
GTEX-YECK	29	4500	0	0	0	39	0	3800	129	69	4068	40	4865
GTEX-WHSE	31	2950	0	0	0	31	0	2439	90	47	2894	36	3141
GTEX-14XAO	7	1076	0	0	0	20	0	1024	36	12	1053	5	1202
GTEX-1GN2E	20	3351	0	0	0	29	0	2798	113	53	3135	13	3875
GTEX-ZZPU	18	2207	0	2	0	27	0	1638	68	35	2195	21	2653
GTEX-14E6E	25	3062	0	0	0	19	0	2661	68	45	3205	34	3748
GTEX-13D11	39	3544	0	0	0	55	0	3090	123	61	3751	39	4466
GTEX-1B8SF	19	3323	0	0	0	19	0	2735	111	38	3236	22	3791
GTEX-17EVP	19	2393	0	0	1	26	0	2136	77	33	2429	13	2898
GTEX-147GR	37	4722	0	2	0	36	0	4246	127	47	4774	23	5311
GTEX-11P81	10	1515	0	1	0	16	0	1279	36	17	1689	15	1855
GTEX-1F48J	21	3201	0	0	0	28	0	2707	113	44	3167	32	3870
GTEX-1R9K5	30	1848	0	0	0	23	0	1546	57	35	1936	40	2241
GTEX-1CB4I	32	2625	0	0	0	39	0	2286	82	40	2590	21	2915
GTEX-1R9JW	28	1244	0	0	1	20	0	1102	35	27	1368	18	1568
GTEX-15DCD	29	2706	0	0	0	36	0	2221	60	32	2585	17	2943
GTEX-QESD	23	1924	0	0	1	30	0	1706	46	25	1860	28	2094
GTEX-1399S	47	2775	0	0	0	44	0	2573	87	53	3022	24	3422
GTEX-P4QT	36	2241	0	1	0	47	0	1977	69	56	2314	40	2692
GTEX-WWTW	14	1409	0	0	0	18	0	1147	42	11	1335	20	1492
GTEX-13X6K	8	1276	0	0	0	7	0	1001	26	11	1232	11	1435
GTEX-Q734	22	2165	0	0	0	25	0	1979	64	31	2058	24	2276
GTEX-1A8G7	0	938	0	0	0	10	0	831	40	19	976	3	1141
GTEX-1B932	26	2677	0	1	0	42	0	2287	91	70	2860	42	3160
GTEX-QDVJ	27	2017	0	0	0	42	0	1853	42	22	2009	28	2263
GTEX-1EX96	13	1280	0	0	0	8	0	1155	32	17	1335	9	1604
GTEX-WL46	15	3791	1	0	0	28	0	3526	143	50	3882	37	4592
GTEX-1GF9V	27	2820	0	0	0	24	0	2467	93	42	2704	18	3461
GTEX-PX3G	11	1112	0	0	0	14	0	1114	27	9	1187	7	1357
GTEX-1R7EV	18	1895	0	1	0	27	0	1645	68	36	1837	12	2092
GTEX-146FH	11	2367	0	0	0	29	0	2132	73	45	2339	13	2886
GTEX-RUSQ	6	593	0	0	0	12	0	591	18	10	660	5	687
GTEX-1JKYR	27	3126	0	0	0	29	0	2405	76	49	2831	19	3362
GTEX-1477Z	1	713	0	0	0	6	0	658	13	8	749	9	873
GTEX-14BIM	39	3834	0	0	0	34	0	3580	99	49	3952	27	4464
GTEX-17F98	46	3000	0	0	0	47	0	2600	89	54	2947	20	3340
GTEX-Y5V6	20	2130	0	0	2	23	0	1830	63	24	2277	18	2725
GTEX-1GTWX	59	5991	1	0	0	67	0	5019	106	42	5857	32	7060
GTEX-111CU	25	2409	0	0	0	20	0	2027	72	37	2484	31	2877
GTEX-ZF29	79	5238	0	1	0	80	0	4104	118	53	5227	65	5896
GTEX-17F97	22	3137	0	0	0	31	0	2620	44	16	3044	29	3679
GTEX-13NZB	35	3522	0	0	0	59	0	3144	130	69	3855	58	4275
GTEX-PSDG	44	2441	0	0	0	37	0	2158	54	51	2573	35	3138
GTEX-ZVE2	43	3361	0	0	0	49	0	3196	119	28	3961	27	4212
GTEX-17HHY	9	2306	0	0	0	19	0	2031	43	33	2162	14	2594
GTEX-11GS4	24	2875	0	0	0	28	0	2320	79	36	2729	20	3267
GTEX-1QP67	34	2414	0	1	0	34	0	2145	118	67	2467	31	2732
GTEX-OXRN	37	3016	0	0	0	38	0	2787	107	37	3127	40	3389
GTEX-S95S	14	1562	0	0	0	17	0	1517	49	30	1515	28	1784
GTEX-1QP28	42	2589	0	0	0	43	0	2321	65	37	2691	27	2945
