individual	chr11:47323835:47324265:cluster27040	chr11:47323835:47324471:cluster27040	chr11:47324337:47324471:cluster27040
GTEX-XOT4	56	0	58
GTEX-11GSO	30	0	26
GTEX-OXRK	49	0	45
GTEX-15RIG	91	0	82
GTEX-QEG5	32	0	28
GTEX-1E1VI	29	0	30
GTEX-13RTL	57	0	54
GTEX-15G1A	84	0	86
GTEX-ZZ64	69	0	60
GTEX-17HGU	45	0	39
GTEX-1C6VR	41	0	36
GTEX-1JMQI	102	0	100
GTEX-1R46S	32	0	33
GTEX-1CB4F	41	0	41
GTEX-14BIL	40	0	35
GTEX-1A3MW	47	0	44
GTEX-Y3I4	69	0	62
GTEX-11ZU8	44	0	40
GTEX-S32W	65	0	64
GTEX-1R9PM	58	0	54
GTEX-1LVA9	70	0	60
GTEX-1LSNM	83	0	82
GTEX-1MUQO	74	0	67
GTEX-15D79	46	0	46
GTEX-1RAZA	88	0	87
GTEX-1EU9M	58	0	55
GTEX-16BQI	93	0	81
GTEX-16MT8	68	0	70
GTEX-Q2AG	14	0	13
GTEX-1F7RK	48	0	48
GTEX-YJ8O	22	0	24
GTEX-1QEPI	87	0	81
GTEX-QDT8	62	0	62
GTEX-15RIF	145	0	131
GTEX-1JN6P	23	0	25
GTEX-P4PQ	59	0	52
GTEX-1AMEY	100	0	88
GTEX-1GN73	72	0	62
GTEX-OXRP	14	0	13
GTEX-18A66	38	0	40
GTEX-XBEC	33	0	35
GTEX-1QAET	58	0	51
GTEX-13O21	84	0	74
GTEX-1314G	40	0	37
GTEX-YB5K	73	0	74
GTEX-1PIEJ	91	0	83
GTEX-WHSB	121	0	107
GTEX-WOFL	80	0	73
GTEX-ZAK1	49	0	51
GTEX-13OW8	35	0	33
GTEX-1LVAM	88	0	81
GTEX-1R9PO	47	0	43
GTEX-X5EB	34	0	33
GTEX-1K2DU	118	0	119
GTEX-14PII	56	0	52
GTEX-13OW6	30	0	25
GTEX-WOFM	93	0	89
GTEX-1LG7Z	78	0	80
GTEX-1R7EU	87	0	82
GTEX-1A8G6	50	0	45
GTEX-WFON	97	0	99
GTEX-14PJ2	50	0	45
GTEX-1JN1M	46	0	43
GTEX-147JS	36	0	34
GTEX-15SB6	67	0	69
GTEX-13RTJ	30	0	29
GTEX-117XS	44	0	39
GTEX-1B8KZ	45	0	41
GTEX-1EH9U	58	0	52
GTEX-1MA7W	143	0	126
GTEX-ZVZP	56	0	58
GTEX-WY7C	113	0	100
GTEX-11ZTT	63	0	61
GTEX-1GMR8	74	0	70
GTEX-1GPI6	39	0	39
GTEX-Z93S	44	0	37
GTEX-1GN1U	34	0	36
GTEX-X4EO	67	0	68
GTEX-13111	48	0	42
GTEX-139TS	48	0	46
GTEX-1O9I2	34	0	36
GTEX-144FL	51	0	48
GTEX-1B8L1	29	0	30
GTEX-ZYFD	13	0	13
GTEX-14JG1	40	0	42
GTEX-17JCI	52	0	53
GTEX-1F88F	43	0	43
GTEX-1LG7Y	92	0	81
GTEX-OIZF	62	0	56
GTEX-14XAO	82	0	84
GTEX-14E6E	68	0	58
GTEX-13D11	51	0	44
GTEX-14C39	38	0	32
GTEX-1F48J	49	0	46
GTEX-1R9K5	82	0	76
GTEX-1R9JW	49	0	46
GTEX-15DCD	89	0	83
GTEX-QESD	26	0	21
GTEX-WWTW	35	0	34
GTEX-1B932	72	0	74
GTEX-QDVJ	44	0	37
GTEX-1EX96	29	0	26
GTEX-TKQ2	89	0	78
GTEX-ZEX8	106	0	93
GTEX-WL46	63	0	61
GTEX-15RIE	62	0	54
GTEX-1GF9V	40	0	39
GTEX-1RAZQ	66	0	65
GTEX-WFG8	72	0	63
GTEX-13FHO	27	0	27
GTEX-U3ZH	64	0	56
GTEX-1JKYR	73	0	66
GTEX-1477Z	40	0	37
GTEX-Y5V6	50	0	47
GTEX-1GTWX	62	0	64
GTEX-111CU	95	0	83
GTEX-PW2O	21	0	18
GTEX-ZF29	101	0	96
GTEX-1CB4J	33	0	31
GTEX-13NZB	65	0	56
GTEX-ZVE2	56	0	54
GTEX-ZVT3	37	0	39
GTEX-XV7Q	46	0	41
